CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
Integrated Xeon D-1520,,CPU Integrated,No,,Mini ITX,,Motherboard,/product/F78H99/asrock-motherboard-d1520d4i,ASRock,128GB,4 x 288-pin DIMM,DDR4-1866 / 2133,,,,,ASRock D1520D4I Mini ITX Xeon D-1520 Motherboard,2 x 10/100/1000 Mbps,No,Yes,,,D1520D4I,"[409.0, 469.99]",Yes,,,,,,2,,No,,,,,,439.495,asrock-motherboard-d1520d4i,,128.0,4 x 288-pin DIMM
,LGA1155,Intel B75,No,,Micro ATX,,Motherboard,/product/PzmLrH/asus-motherboard-b75mplus,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200,,,,,Asus B75M-Plus Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B75M-Plus,[],No,,,,,5,1,,No,,,,,,0.0,asus-motherboard-b75mplus,LGA1155,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/bNGj4D/asus-motherboard-sabertoothz97mark1usb31,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,Asus SABERTOOTH Z97 MARK 1/USB 3.1 ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,SABERTOOTH Z97 MARK 1/USB 3.1,[],Yes,,,,,,6,1,Yes,,,,,,0.0,asus-motherboard-sabertoothz97mark1usb31,LGA1150,32.0,4 x 240-pin DIMM
Integrated A4-5000,,CPU Integrated,No,,Mini ITX,,Motherboard,/product/Vm8H99/asrock-motherboard-qc5000itxph,ASRock,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,1,,,ASRock QC5000-ITX/PH Mini ITX A4-5000 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,,,QC5000-ITX/PH,[64.99],No,,,,,,4,,No,,,,,,64.99,asrock-motherboard-qc5000itxph,,32.0,2 x 240-pin DIMM
,LGA1151,Intel B150,No,,Mini ITX,,Motherboard,/product/NW4NnQ/msi-motherboard-b150igamingpro,MSI,32GB,2 x 288-pin DIMM,DDR4-2133,,,,,MSI B150I GAMING PRO Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150I GAMING PRO,[],No,,,,,,4,,No,,,,,,0.0,msi-motherboard-b150igamingpro,LGA1151,32.0,2 x 288-pin DIMM
,LGA2011-3,Intel X99,Yes,,EATX,,Motherboard,/product/RWZ2FT/asrock-motherboard-x99wse,ASRock,128GB,8 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3200,,,,,ASRock X99 WS-E EATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,X99 WS-E,"[399.0, 399.0, 428.99]",Yes,,,,,,10,1,4-way SLI,,,,,,408.996666667,asrock-motherboard-x99wse,LGA2011-3,128.0,8 x 288-pin DIMM
,AM3+,AMD 990FX,Yes,,ATX,,Motherboard,/product/bd648d/gigabyte-motherboard-ga990fxaud5r5,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000,,,,,Gigabyte GA-990FXA-UD5 R5 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,GA-990FXA-UD5 R5,[],Yes,,,,,,8,,3-way SLI,,,,2,,0.0,gigabyte-motherboard-ga990fxaud5r5,AM3+,32.0,4 x 240-pin DIMM
,LGA1156,Intel P55,No,,ATX,,Motherboard,/product/XFkD4D/msi-motherboard-p55cd53,MSI,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2000 / 2133,,,,,MSI P55-CD53 ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,P55-CD53,[],Yes,,,,,8,,,No,,,,,,0.0,msi-motherboard-p55cd53,LGA1156,16.0,4 x 240-pin DIMM
,LGA1151,Intel C236,No,,Micro ATX,,Motherboard,/product/4GL7YJ/asrock-e3c236d4u-micro-atx-lga1151-motherboard-e3c236d4u,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock E3C236D4U Micro ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,,,E3C236D4U,"[225.99, 269.99]",Yes,,,,,,8,,No,,,,,,247.99,asrock-e3c236d4u-micro-atx-lga1151-motherboard-e3c236d4u,LGA1151,64.0,4 x 288-pin DIMM
,LGA1151,Intel B250,No,,Micro ATX,,Motherboard,/product/VM2rxr/gigabyte-ga-b250m-ds3h-micro-atx-lga1151-motherboard-ga-b250m-ds3h,Gigabyte,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,Gigabyte GA-B250M-DS3H Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B250M-DS3H,[69.99],No,,,,,,6,,No,,,,,,69.99,gigabyte-ga-b250m-ds3h-micro-atx-lga1151-motherboard-ga-b250m-ds3h,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/zm6BD3/asus-motherboard-h81mccsm,Asus,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Asus H81M-C/CSM Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H81M-C/CSM<br/>(or) H81M-C,"[59.98, 59.99, 60.0, 62.0, 55.56, 57.99]",No,,,,,2,2,,No,,,,,,59.2533333333,asus-motherboard-h81mccsm,LGA1150,16.0,2 x 240-pin DIMM
,LGA1155,Intel H67,No,,Micro ATX,,Motherboard,/product/WBBv6h/intel-motherboard-boxdh67gdb3,Intel,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,DH67GDB3,Intel DH67GDB3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,BOXDH67GDB3,[102.99],Yes,,,,,3,2,,No,,,1,,,102.99,intel-motherboard-boxdh67gdb3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1151,Intel B250,Yes,,Micro ATX,,Motherboard,/product/86PzK8/gigabyte-ga-b250m-d3h-micro-atx-lga1151-motherboard-ga-b250m-d3h,Gigabyte,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,Gigabyte GA-B250M-D3H Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B250M-D3H,[],No,,,,,,6,1,No,,,,,,0.0,gigabyte-ga-b250m-d3h-micro-atx-lga1151-motherboard-ga-b250m-d3h,LGA1151,64.0,4 x 288-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/4Hx9TW/supermicro-c7x99-oce-f-atx-lga2011-3-motherboard-c7x99-oce-f,Supermicro,128GB,8 x 288-pin DIMM,DDR4-2133 / 3300,,,,,Supermicro C7X99-OCE-F ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,C7X99-OCE-F,[324.99],Yes,,,,,,10,,4-way SLI,,,,,,324.99,supermicro-c7x99-oce-f-atx-lga2011-3-motherboard-c7x99-oce-f,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/FPbp99/asrock-motherboard-z97ocformula,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3100,,,,,ASRock Z97 OC FORMULA ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97 OC FORMULA,[189.99],Yes,,,,,,6,1,Yes,,,,,,189.99,asrock-motherboard-z97ocformula,LGA1150,32.0,4 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/RPbp99/msi-motherboard-x99sgaming7,MSI,128GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000,,,,,MSI X99S Gaming 7 ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X99S Gaming 7<br/>(or) 7885-001R,[],Yes,,,,,,8,1,3-way SLI,,,,,,0.0,msi-motherboard-x99sgaming7,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA1151,Intel B250,No,,Micro ATX,,Motherboard,/product/FQM323/gigabyte-ga-b250m-d2v-micro-atx-lga1151-motherboard-ga-b250m-d2v,Gigabyte,32GB,2 x 288-pin DIMM,DDR4-2133 / 2400,,,,,Gigabyte GA-B250M-D2V Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B250M-D2V,[],No,,,,,,6,,No,,,,,,0.0,gigabyte-ga-b250m-d2v-micro-atx-lga1151-motherboard-ga-b250m-d2v,LGA1151,32.0,2 x 288-pin DIMM
,LGA1151,Intel B250,Yes,,ATX,,Motherboard,/product/yGtWGX/biostar-b250gt5-atx-lga1151-motherboard-b250gt5,Biostar,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,Biostar B250GT5 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B250GT5,[99.99],No,,,,,,6,,No,,,,,,99.99,biostar-b250gt5-atx-lga1151-motherboard-b250gt5,LGA1151,64.0,4 x 288-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/Tsw323/asrock-motherboard-970extreme3r20,ASRock,64GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866 / 2100,,,,,ASRock 970 Extreme3 R2.0 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,970 Extreme3 R2.0,"[93.49, 94.99, 98.84, 94.99]",Yes,,,,,,5,,No,,,,1,,95.5775,asrock-motherboard-970extreme3r20,AM3+,64.0,4 x 240-pin DIMM
,LGA1151,Intel B150,No,,Micro ATX,,Motherboard,/product/nXZ2FT/gigabyte-ga-b150m-ds3h-ddr3-micro-atx-lga1151-motherboard-ga-b150m-ds3h-ddr3,Gigabyte,64GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,Gigabyte GA-B150M-DS3H DDR3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-B150M-DS3H DDR3,[],No,,,,,,6,,No,,,,,,0.0,gigabyte-ga-b150m-ds3h-ddr3-micro-atx-lga1151-motherboard-ga-b150m-ds3h-ddr3,LGA1151,64.0,4 x 240-pin DIMM
Integrated Pentium N3700,,CPU Integrated,No,,Mini ITX,1,Motherboard,/product/9dmxFT/asrock-motherboard-n3700itx,ASRock,16GB,2 x 204-pin SODIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock N3700-ITX Mini ITX Pentium N3700 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,,,N3700-ITX,[95.99],No,,,,,2,2,,No,,,,,,95.99,asrock-motherboard-n3700itx,,16.0,2 x 204-pin SODIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/qzJwrH/msi-motherboard-x79agd45plus,MSI,128GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 2133 / 2400,,,,,MSI X79A-GD45 Plus ATX LGA2011 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X79A-GD45 Plus,[],No,,,,,4,2,,3-way SLI,,,,,,0.0,msi-motherboard-x79agd45plus,LGA2011,128.0,8 x 240-pin DIMM
,LGA775,Intel P45,Yes,,ATX,,Motherboard,/product/wktCmG/asus-motherboard-p5qproturbo,Asus,16GB,4 x 240-pin DIMM,DDR2-667 / 800 / 1000 / 1066 / 1200,,,,,Asus P5QProTurbo ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,No,1,,P5QProTurbo,[],Yes,,,,,7,,,Yes,,,,,,0.0,asus-motherboard-p5qproturbo,LGA775,16.0,4 x 240-pin DIMM
,AM3+,AMD 990FX,Yes,,ATX,,Motherboard,/product/9jFPxr/ecs-motherboard-a990fxmav10,ECS,128GB,4 x 240-pin DIMM,DDR3-1866,,,,,ECS A990FXM-A V1.0 ATX AM3+ Motherboard,2 x 10/100/1000 Mbps,Yes,No,,1,A990FXM-A V1.0,[],Yes,,,,,,6,,Yes,,,,2,,0.0,ecs-motherboard-a990fxmav10,AM3+,128.0,4 x 240-pin DIMM
,LGA775,NVIDIA GeForce 7050,No,,Mini ITX,,Motherboard,/product/H8Bv6h/zotac-motherboard-nf610ike,Zotac,4GB,2 x 240-pin DIMM,DDR2-533 / 667,,,,,Zotac NF610I-K-E Mini ITX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,NF610I-K-E,[],No,,,,,4,,,No,,,,,,0.0,zotac-motherboard-nf610ike,LGA775,4.0,2 x 240-pin DIMM
,LGA775,Intel P43,No,,ATX,,Motherboard,/product/qB3RsY/asrock-motherboard-p43de,ASRock,16GB,4 x 240-pin DIMM,DDR2-667 / 800 / 1066 / 1200,,,,,ASRock P43DE ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,P43DE,[],No,,,,,6,,,No,,,,,,0.0,asrock-motherboard-p43de,LGA775,16.0,4 x 240-pin DIMM
,AM3,AMD 785G,No,,Micro ATX,,Motherboard,/product/92CwrH/asrock-motherboard-m3a785gmh128m,ASRock,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600,,,,,ASRock M3A785GMH/128M Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,M3A785GMH/128M,[],Yes,,,,,5,,,No,,,1,,,0.0,asrock-motherboard-m3a785gmh128m,AM3,16.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/TwBv6h/asus-motherboard-p9x79pro,Asus,64GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,Asus P9X79 PRO ATX LGA2011 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,P9X79 PRO,[],Yes,,,,,4,4,,3-way SLI,,,,2,,0.0,asus-motherboard-p9x79pro,LGA2011,64.0,8 x 240-pin DIMM
,LGA1155,Intel H77,No,,Micro ATX,,Motherboard,/product/29bp99/gigabyte-motherboard-gah77d3h,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Gigabyte GA-H77-D3H Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H77-D3H,[],Yes,,,,,4,2,,No,,,,,,0.0,gigabyte-motherboard-gah77d3h,LGA1155,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,EATX,,Motherboard,/product/YyJwrH/evga-motherboard-152hwe878kr,EVGA,32GB,4 x 240-pin DIMM,"DDR2-800, DDR3-800 / 1066 / 1333 / 1600 / 2133 / 2400 / 2666",,,1,Classified,EVGA Classified EATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,152-HW-E878-KR,[],Yes,,,,,,8,,4-way SLI,,,,,,0.0,evga-motherboard-152hwe878kr,LGA1150,32.0,4 x 240-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/ggMFf7/asrock-motherboard-970extreme4,ASRock,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866,,,,,ASRock 970 EXTREME4 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,970 EXTREME4,"[89.99, 118.88, 133.65]",Yes,,,,,,5,,Yes,,,,1,,114.173333333,asrock-motherboard-970extreme4,AM3+,32.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,EATX,,Motherboard,/product/RG8Zxr/gigabyte-motherboard-gax79ud5,Gigabyte,64GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-X79-UD5 EATX LGA2011 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,GA-X79-UD5,[],Yes,,,,,4,6,,3-way SLI,,,,,,0.0,gigabyte-motherboard-gax79ud5,LGA2011,64.0,8 x 240-pin DIMM
,LGA1155,Intel B75,No,,Micro ATX,,Motherboard,/product/RDPfrH/msi-motherboard-b75map33,MSI,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI B75MA-P33 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B75MA-P33,[],No,,,,,3,1,,No,,,,,,0.0,msi-motherboard-b75map33,LGA1155,16.0,2 x 240-pin DIMM
,LGA775,Intel B43,No,,Micro ATX,,Motherboard,/product/vmckcf/asus-motherboard-p5qlvmdocsm,Asus,16GB,4 x 240-pin DIMM,DDR2-667 / 800,,,,,Asus P5QL-VM DO/CSM Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,P5QL-VM DO/CSM,[],No,,,,,6,,,No,,,,,,0.0,asus-motherboard-p5qlvmdocsm,LGA775,16.0,4 x 240-pin DIMM
,LGA1156,Intel H55,Yes,,Micro ATX,,Motherboard,/product/q7jG3C/msi-motherboard-h55med55,MSI,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2000 / 2133,,,,,MSI H55M-ED55 Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,1,H55M-ED55,[],No,,,,,6,,,No,,,1,,,0.0,msi-motherboard-h55med55,LGA1156,16.0,4 x 240-pin DIMM
,AM3,NVIDIA GeForce 6150SE,No,,Micro ATX,,Motherboard,/product/2ZyFf7/msi-motherboard-gf615mp33,MSI,8GB,2 x 240-pin DIMM,DDR3-1333,,,,,MSI GF615M-P33 Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,GF615M-P33,[],Yes,,,,,4,,,No,,,,,,0.0,msi-motherboard-gf615mp33,AM3,8.0,2 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/DfBv6h/msi-motherboard-g41mp33,MSI,4GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,MSI G41M-P33 Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,G41M-P33,[],No,,,,,4,,,No,,,,,,0.0,msi-motherboard-g41mp33,LGA775,4.0,2 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/yZyFf7/gigabyte-motherboard-gag41mtd3,Gigabyte,8GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,Gigabyte GA-G41MT-D3 Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,1,,GA-G41MT-D3,[],No,,,,,4,,,No,,,,,,0.0,gigabyte-motherboard-gag41mtd3,LGA775,8.0,2 x 240-pin DIMM
,AM3/AM2+/AM2,AMD 790X,Yes,,ATX,,Motherboard,/product/nRTrxr/gigabyte-motherboard-gama790xud4p,Gigabyte,16GB,4 x 240-pin DIMM,DDR2-800 / 1066,,,,,Gigabyte GA-MA790X-UD4P ATX AM3/AM2+/AM2 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,GA-MA790X-UD4P,[],Yes,,,,,8,,,No,,,,,,0.0,gigabyte-motherboard-gama790xud4p,AM3/AM2+/AM2,16.0,4 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,Micro ATX,,Motherboard,/product/38V48d/asus-motherboard-maximusivgenezgen3,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2200,,,,,Asus Maximus IV Gene-Z/GEN3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,Maximus IV Gene-Z/GEN3,[],Yes,,,,,4,2,,Yes,,,2,,,0.0,asus-motherboard-maximusivgenezgen3,LGA1155,32.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/Pz3RsY/asrock-motherboard-x79extreme7,ASRock,48GB,6 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 2400,,,,X79 Extreme7,ASRock X79 Extreme7 ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,X79 EXTREME7,[],Yes,,,,,4,7,,3-way SLI,,,,1,,0.0,asrock-motherboard-x79extreme7,LGA2011,48.0,6 x 240-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/HD38TW/asrock-motherboard-970performance,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2100 / 2400,,,,,ASRock 970 Performance ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,970 Performance,[],Yes,,,,,,6,,Yes,,,,,,0.0,asrock-motherboard-970performance,AM3+,64.0,4 x 240-pin DIMM
,AM3,AMD 890FX,Yes,,ATX,,Motherboard,/product/QsNp99/biostar-motherboard-ta890fxe,Biostar,16GB,4 x 240-pin DIMM,DDR3-1600,,,,,Biostar TA890FXE ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,TA890FXE,[],Yes,,,,,,5,,No,,,1,,,0.0,biostar-motherboard-ta890fxe,AM3,16.0,4 x 240-pin DIMM
,AM2+/AM2,AMD 770,No,,ATX,,Motherboard,/product/WsNp99/msi-motherboard-770tc35,MSI,8GB,4 x 240-pin DIMM,DDR2-533 / 667 / 800 / 1066,,,,,MSI 770T-C35 ATX AM2+/AM2 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,770T-C35,[],Yes,,,,,6,,,No,,,,,,0.0,msi-motherboard-770tc35,AM2+/AM2,8.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/P7xfrH/intel-motherboard-boxdh61ze,Intel,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,DH61ZE,Intel DH61ZE Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,BOXDH61ZE,[],No,,,,,4,,,No,,,,,,0.0,intel-motherboard-boxdh61ze,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel H61,No,,Mini ITX,,Motherboard,/product/yXK7YJ/asrock-motherboard-h61mvitx,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock H61MV-ITX Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61MV-ITX,[],No,,,,,4,,,No,,,,,,0.0,asrock-motherboard-h61mvitx,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z68,Yes,,ATX,,Motherboard,/product/nMh9TW/gigabyte-motherboard-gaz68apd3r20,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-Z68AP-D3(R2.0) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,No,,,GA-Z68AP-D3(R2.0),[],Yes,,,,,3,2,,No,,,,,1,0.0,gigabyte-motherboard-gaz68apd3r20,LGA1155,32.0,4 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/p7jG3C/gigabyte-motherboard-gah55ms2v,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 2200,,,,,Gigabyte GA-H55M-S2V Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,,GA-H55M-S2V,[],No,,,,,6,,,No,,,,,,0.0,gigabyte-motherboard-gah55ms2v,LGA1156,16.0,2 x 240-pin DIMM
,LGA1155,Intel B75,No,,Thin Mini ITX,,Motherboard,/product/rxn2FT/ecs-motherboard-b75h2tiv10a,ECS,16GB,2 x 204-pin SODIMM,DDR3-1066 / 1333 / 1600,,2,,,ECS B75H2-TI(V1.0A) Thin Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,B75H2-TI(V1.0A),[],No,,,,,1,1,,No,,,,,,0.0,ecs-motherboard-b75h2tiv10a,LGA1155,16.0,2 x 204-pin SODIMM
,AM3,AMD 790GX,No,,ATX,,Motherboard,/product/mbg323/biostar-motherboard-ta790gxb3,Biostar,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600,,,,,Biostar TA790GXB3 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,TA790GXB3,[],Yes,,,,,6,,,No,,,,,,0.0,biostar-motherboard-ta790gxb3,AM3,16.0,4 x 240-pin DIMM
,AM3+,AMD 760G,No,,Micro ATX,,Motherboard,/product/4vMFf7/msi-motherboard-760gmp21fx,MSI,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,MSI 760GM-P21 (FX) Micro ATX AM3+ Motherboard,1 x 10/100 Mbps,No,Yes,,,760GM-P21 (FX),[],Yes,,,,,4,,,No,,,,,,0.0,msi-motherboard-760gmp21fx,AM3+,16.0,2 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/T2CwrH/asus-motherboard-p5g41cmlx,Asus,8GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Asus P5G41C-M LX Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,P5G41C-M LX,[],No,,,,,4,,,No,,,,,,0.0,asus-motherboard-p5g41cmlx,LGA775,8.0,2 x 240-pin DIMM
,AM3+,AMD 970,Yes,,ATX,,Motherboard,/product/3VNp99/asrock-motherboard-970pro3,ASRock,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866 / 2100,,,,970 Pro3,ASRock 970 Pro3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,,,970 PRO3,[],Yes,,,,,,6,,No,,,,,,0.0,asrock-motherboard-970pro3,AM3+,32.0,4 x 240-pin DIMM
,AM3/AM2+/AM2,NVIDIA GeForce 6150SE,No,,Micro ATX,,Motherboard,/product/yG4gXL/msi-motherboard-k9n6pgm2v2,MSI,8GB,2 x 240-pin DIMM,DDR2-667 / 800,,,,,MSI K9N6PGM2-V2 Micro ATX AM3/AM2+/AM2 Motherboard,1 x 10/100 Mbps,No,Yes,,1,K9N6PGM2-V2,[],Yes,,,,,2,,,No,,,,,,0.0,msi-motherboard-k9n6pgm2v2,AM3/AM2+/AM2,8.0,2 x 240-pin DIMM
,LGA775,NVIDIA GeForce 9300,No,,Mini ITX,,Motherboard,/product/hCh9TW/zotac-motherboard-gf9300ke,Zotac,8GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Zotac GF9300-K-E Mini ITX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,GF9300-K-E,[],Yes,,,,,3,,,No,,,1,,,0.0,zotac-motherboard-gf9300ke,LGA775,8.0,2 x 240-pin DIMM
