Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
,Radeon HD 4870,750MHz,Yes,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/c3TmP6/diamond-video-card-a4870pe5512,Diamond,512MB,GDDR5,,,,Diamond Radeon HD 4870 512MB Video Card,A4870PE5512,[],1,No,,,150 Watts,,,750.0,512.0,0.0,AMD,0.0,diamond-video-card-a4870pe5512,150.0
,Radeon HD 6450,,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/FwsKHx/his-video-card-h645h2g,HIS,2GB,DDR3,,,,HIS Radeon HD 6450 2GB Video Card,H645H2G,[],,No,,,27 Watts,1,,0.0,2000.0,0.0,AMD,0.0,his-video-card-h645h2g,27.0
,GeForce GTX 550 Ti,900MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/72yFf7/galaxy-video-card-55nph8hx4lxz,Galaxy,2GB,GDDR5,,,,Galaxy GeForce GTX 550 Ti 2GB Video Card,55NPH8HX4LXZ,[],,Yes,,,116 Watts,1,,900.0,2000.0,0.0,NVIDIA,0.0,galaxy-video-card-55nph8hx4lxz,116.0
1.21GHz,Radeon RX 460,1.09GHz,Yes,,1,,,,1,Yes,1,PCI-Express x16,Video Card,"7.52"" (191mm)",/product/JMVBD3/gigabyte-radeon-rx-460-4gb-windforce-oc-video-card-gv-rx460wf2oc-4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte Radeon RX 460 4GB WINDFORCE OC Video Card,GV-RX460WF2OC-4GD,"[121.01, 124.99, 124.99, 124.99, 124.99, 134.98, 179.99]",,No,Yes,,75 Watts,,,1090.0,4000.0,133.705714286,AMD,1210.0,gigabyte-radeon-rx-460-4gb-windforce-oc-video-card-gv-rx460wf2oc-4gd,75.0
,GeForce GTX 460,675MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/qbg323/evga-video-card-768p31360tr,EVGA,768MB,GDDR5,,1,,EVGA GeForce GTX 460 768MB Video Card,768-P3-1360-TR,[],,Yes,,,150 Watts,,,675.0,768.0,0.0,NVIDIA,0.0,evga-video-card-768p31360tr,150.0
,GeForce GTX 460,763MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/22CwrH/evga-video-card-768p31362tr,EVGA,768MB,GDDR5,,1,,EVGA GeForce GTX 460 768MB Video Card,768-P3-1362-TR,[],,Yes,,,150 Watts,,,763.0,768.0,0.0,NVIDIA,0.0,evga-video-card-768p31362tr,150.0
,GeForce GTX 465,625MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/zktCmG/evga-video-card-01gp31467ar,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTX 465 1GB Video Card,01G-P3-1467-AR,[],,3-way SLI,,,200 Watts,,,625.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31467ar,200.0
,GeForce GTX 550 Ti,1.0GHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/cQJwrH/sparkle-video-card-x550tidf,Sparkle,1GB,GDDR5,,1,,Sparkle GeForce GTX 550 Ti 1GB Video Card,X550 Ti DF,[],,Yes,,,116 Watts,,,1000.0,1000.0,0.0,NVIDIA,0.0,sparkle-video-card-x550tidf,116.0
,GeForce GTX 680,1.01GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.63"" (270mm)",/product/VKzv6h/msi-video-card-n680gtxtwinfrozr2gd5,MSI,2GB,GDDR5,,,,MSI GeForce GTX 680 2GB Video Card,N680GTX Twin Frozr 2GD5,[],,4-way SLI,,Yes,195 Watts,,,1010.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n680gtxtwinfrozr2gd5,195.0
,GeForce GTX 460,763MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/L4W9TW/evga-video-card-768p31362ar,EVGA,768MB,GDDR5,,1,,EVGA GeForce GTX 460 768MB Video Card,768-P3-1362-AR,[],,Yes,,,150 Watts,,,763.0,768.0,0.0,NVIDIA,0.0,evga-video-card-768p31362ar,150.0
,GeForce GTX 660 Ti,915MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,,/product/R3PfrH/galaxy-video-card-gtx660ti2gd5,Galaxy,2GB,GDDR5,,,,Galaxy GeForce GTX 660 Ti 2GB Video Card,GTX660Ti-2GD5,[],,3-way SLI,,Yes,150 Watts,,,915.0,2000.0,0.0,NVIDIA,0.0,galaxy-video-card-gtx660ti2gd5,150.0
,Radeon HD 4890,850MHz,Yes,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/kGCwrH/diamond-video-card-a4890pe51g,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 4890 1GB Video Card,A4890PE51G,[],,No,,,190 Watts,,,850.0,1000.0,0.0,AMD,0.0,diamond-video-card-a4890pe51g,190.0
,GeForce GTX 460,765MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/mFkD4D/pny-video-card-vcggtx4601xpboc,PNY,1GB,GDDR5,,1,,PNY GeForce GTX 460 1GB Video Card,VCGGTX4601XPB-OC,[],,Yes,,,150 Watts,,,765.0,1000.0,0.0,NVIDIA,0.0,pny-video-card-vcggtx4601xpboc,150.0
,GeForce GTX 460,675MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"9.76"" (248mm)",/product/xbg323/asus-video-card-engtx460directcu2di1gd5,Asus,1GB,GDDR5,,1,,Asus GeForce GTX 460 1GB Video Card,ENGTX460 DIRECTCU/2DI/1GD5,[],,Yes,,,150 Watts,,,675.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-engtx460directcu2di1gd5,150.0
1.78GHz,GeForce GTX 1070,1.59GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/Tv38TW/evga-geforce-gtx-1070-8gb-sc-gaming-acx-30-video-card-08g-p4-6173-kr,EVGA,8GB,GDDR5,,,,EVGA GeForce GTX 1070 8GB SC Gaming ACX 3.0 Video Card,08G-P4-6173-KR,"[409.99, 416.99, 407.99, 419.99, 427.99, 438.77, 439.99]",,Yes,,Yes,180 Watts,,,1590.0,8000.0,423.101428571,NVIDIA,1780.0,evga-geforce-gtx-1070-8gb-sc-gaming-acx-30-video-card-08g-p4-6173-kr,180.0
1.83GHz,GeForce GTX 1060 3GB,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"6.81"" (173mm)",/product/pKX2FT/evga-geforce-gtx-1060-3gb-sc-gaming-video-card-03g-p4-6162,EVGA,3GB,GDDR5,,,,EVGA GeForce GTX 1060 3GB 3GB SC GAMING Video Card,03G-P4-6162<br/>(or) 03G-P4-6162-KR,"[199.99, 204.99, 199.99, 209.99, 209.99, 215.66]",,No,,Yes,120 Watts,,,1610.0,3000.0,206.768333333,NVIDIA,1830.0,evga-geforce-gtx-1060-3gb-sc-gaming-video-card-03g-p4-6162,120.0
,Radeon HD 4350,600MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,"6.54"" (166mm)",/product/djFPxr/msi-video-card-r4350md1gd3hlp,MSI,1GB,DDR3,,,,MSI Radeon HD 4350 1GB Video Card,R4350-MD1GD3H/LP,[],,No,,,20 Watts,1,,600.0,1000.0,0.0,AMD,0.0,msi-video-card-r4350md1gd3hlp,20.0
,GeForce GT 520,810MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/4tGkcf/asus-video-card-gt5201gd3csm,Asus,1GB,GDDR3,,,,Asus GeForce GT 520 1GB Video Card,GT520-1GD3-CSM,[],,No,,,29 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-gt5201gd3csm,29.0
,Radeon HD 6570,650MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.54"" (166mm)",/product/v8Np99/msi-video-card-r6570md1glp,MSI,1GB,DDR3,,,,MSI Radeon HD 6570 1GB Video Card,R6570-MD1G/LP,[],,No,,,44 Watts,1,,650.0,1000.0,0.0,AMD,0.0,msi-video-card-r6570md1glp,44.0
1.02GHz,Radeon R9 295X2,,Yes,,1,,,,,Yes,,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/TNXfrH/powercolor-video-card-axr9295x28gbd5m4d,PowerColor,8GB,GDDR5,4,,,PowerColor Radeon R9 295X2 8GB Video Card,AXR9 295X2 8GBD5-M4D,[],,No,,,500 Watts,,,0.0,8000.0,0.0,AMD,1020.0,powercolor-video-card-axr9295x28gbd5m4d,500.0
,GeForce GTX 660 Ti,915MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.39"" (264mm)",/product/mcw323/msi-video-card-n660tipe2gd5,MSI,2GB,GDDR5,,,,MSI GeForce GTX 660 Ti 2GB Video Card,N660Ti-PE-2GD5,[],,3-way SLI,,Yes,150 Watts,,,915.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n660tipe2gd5,150.0
,FirePro S10000,825MHz,No,,,,1,,,Yes,,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/mB8Zxr/ati-video-card-100505779,ATI,6GB,GDDR5,4,,FirePro S10000,ATI FirePro S10000 6GB Video Card,100-505779,[],,No,,,375 Watts,,,825.0,6000.0,0.0,AMD,0.0,ati-video-card-100505779,375.0
,Radeon HD 6570,650MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.57"" (167mm)",/product/QJJwrH/asus-video-card-hd65702gd3l,Asus,2GB,DDR3,,,,Asus Radeon HD 6570 2GB Video Card,HD6570-2GD3-L,[],,No,,,44 Watts,1,,650.0,2000.0,0.0,AMD,0.0,asus-video-card-hd65702gd3l,44.0
,GeForce GTS 250,738MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/23xfrH/galaxy-video-card-25sgf6hx1ruv,Galaxy,1GB,DDR3,,,,Galaxy GeForce GTS 250 1GB Video Card,25SGF6HX1RUV,[],,Yes,,,28 Watts,1,,738.0,1000.0,0.0,NVIDIA,0.0,galaxy-video-card-25sgf6hx1ruv,28.0
,GeForce 8400 GS,520MHz,No,,,,1,,,No,,PCI-Express x16,Video Card,,/product/bvMFf7/msi-video-card-n8400gsd512hlp,MSI,512MB,DDR2,,,,MSI GeForce 8400 GS 512MB Video Card,N8400GS-D512H/LP,[],,No,,,30 Watts,1,,520.0,512.0,0.0,NVIDIA,0.0,msi-video-card-n8400gsd512hlp,30.0
,Radeon R7 260X,1.07GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"6.89"" (175mm)",/product/PdphP6/xfx-video-card-r7260xcnf4,XFX,2GB,GDDR5,,,,XFX Radeon R7 260X 2GB Core Edition Video Card,R7-260X-CNF4,[189.0],,No,,,115 Watts,,,1070.0,2000.0,189.0,AMD,0.0,xfx-video-card-r7260xcnf4,115.0
1.94GHz,GeForce GTX 1080,1.76GHz,No,,1,,,,2,Yes,2,PCI-Express x16,Video Card,"11.73"" (298mm)",/product/vzfmP6/asus-video-card-strixgtx1080o8ggaming,Asus,8GB,GDDR5X,,,,Asus GeForce GTX 1080 8GB STRIX Video Card,STRIX-GTX1080-O8G-GAMING<br/>(or) ROG STRIX-GTX1080-O8G-GAMING,"[678.99, 679.99, 679.99]",,Yes,,Yes,180 Watts,,,1760.0,8000.0,679.656666667,NVIDIA,1940.0,asus-video-card-strixgtx1080o8ggaming,180.0
,Radeon HD 6450,625MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/3vg323/powercolor-video-card-ax64501gbk3mh,PowerColor,1GB,DDR3,,,,PowerColor Radeon HD 6450 1GB Video Card,AX6450 1GBK3-MH,[],,No,,,27 Watts,,,625.0,1000.0,0.0,AMD,0.0,powercolor-video-card-ax64501gbk3mh,27.0
,Radeon R7 260X,1.03GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/JYJkcf/powercolor-video-card-axr7260x2gbd5dhv3,PowerColor,2GB,GDDR5,,,,PowerColor Radeon R7 260X 2GB Video Card,AXR7 260X 2GBD5-DHV3,[],,No,,,115 Watts,,,1030.0,2000.0,0.0,AMD,0.0,powercolor-video-card-axr7260x2gbd5dhv3,115.0
,Radeon HD 5850,765MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/pDH323/sapphire-video-card-1002822gtxsr,Sapphire,2GB,GDDR5,,,,Sapphire Radeon HD 5850 2GB Video Card,100282-2GTXSR,[],,No,,,151 Watts,,,765.0,2000.0,0.0,AMD,0.0,sapphire-video-card-1002822gtxsr,151.0
,GeForce GTX 670,1.06GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.67"" (271mm)",/product/BDYXsY/asus-video-card-gtx670dc2t2gd5,Asus,2GB,GDDR5,,,,Asus GeForce GTX 670 2GB Video Card,GTX670-DC2T-2GD5,[],,4-way SLI,,Yes,170 Watts,,,1060.0,2000.0,0.0,NVIDIA,0.0,asus-video-card-gtx670dc2t2gd5,170.0
1.0GHz,Radeon R9 280X,850MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/NTsKHx/club-3d-video-card-cgaxr928x7,Club 3D,3GB,GDDR5,2,,,Club 3D Radeon R9 280X 3GB royalQueen Video Card,CGAX-R928X7,[],,No,,,250 Watts,,,850.0,3000.0,0.0,AMD,1000.0,club-3d-video-card-cgaxr928x7,250.0
1.22GHz,GeForce GTX 970,1.08GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,,/product/m4DzK8/zogis-video-card-zogtx9704gd5,Zogis,4GB,GDDR5,,,,Zogis GeForce GTX 970 4GB Video Card,ZOGTX970-4GD5,[],,3-way SLI,,Yes,145 Watts,,,1080.0,4000.0,0.0,NVIDIA,1220.0,zogis-video-card-zogtx9704gd5,145.0
1.39GHz,GeForce GTX 960,1.33GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"11.81"" (300mm)",/product/67PzK8/inno3d-video-card-c9602sdne5cnx,Inno3D,2GB,GDDR5,,,,Inno3D GeForce GTX 960 2GB HerculeZ X3 Air Boss Video Card,C960-2SDN-E5CNX,[],,Yes,,Yes,120 Watts,,,1330.0,2000.0,0.0,NVIDIA,1390.0,inno3d-video-card-c9602sdne5cnx,120.0
,Radeon HD 4350,600MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/gCh9TW/msi-video-card-r4350md512h,MSI,512MB,GDDR2,,,,MSI Radeon HD 4350 512MB Video Card,R4350-MD512H,[39.99],,No,,,20 Watts,1,,600.0,512.0,39.99,AMD,0.0,msi-video-card-r4350md512h,20.0
,Radeon R9 290,1.03GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/Gwhj4D/sapphire-video-card-100362vx2sr,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R9 290 4GB Vapor-X Video Card,100362VX-2SR,[],,No,,,250 Watts,,,1030.0,4000.0,0.0,AMD,0.0,sapphire-video-card-100362vx2sr,250.0
,GeForce GT 640,902MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.02"" (153mm)",/product/wdyFf7/msi-video-card-n6404gd3,MSI,4GB,GDDR3,,,,MSI GeForce GT 640 4GB Video Card,N640-4GD3,[],,No,,,75 Watts,1,,902.0,4000.0,0.0,NVIDIA,0.0,msi-video-card-n6404gd3,75.0
1.81GHz,GeForce GTX 1060 3GB,1.59GHz,No,,1,,,,2,Yes,2,PCI-Express x16,Video Card,"9.53"" (242mm)",/product/Kh38TW/asus-geforce-gtx-1060-3gb-dual-video-card-dual-gtx1060-o3g,Asus,3GB,GDDR5,,,,Asus GeForce GTX 1060 3GB 3GB Dual Video Card,DUAL-GTX1060-O3G,"[209.0, 211.99, 219.99, 219.99, 229.89]",,No,,Yes,120 Watts,,,1590.0,3000.0,218.172,NVIDIA,1810.0,asus-geforce-gtx-1060-3gb-dual-video-card-dual-gtx1060-o3g,120.0
,GeForce GT 430,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.61"" (168mm)",/product/RCh9TW/evga-video-card-01gp31430lr,EVGA,1GB,DDR3,,,,EVGA GeForce GT 430 1GB Video Card,01G-P3-1430-LR,[],,No,,,49 Watts,1,,700.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31430lr,49.0
,GeForce GTX 680,1.06GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.63"" (270mm)",/product/69MFf7/msi-video-card-n680gtxtwinfrozr2gd5oc,MSI,2GB,GDDR5,,,,MSI GeForce GTX 680 2GB Video Card,N680GTX Twin Frozr 2GD5/OC<br/>(or) N680GTX TWN FRZR 2GD5/OC,[],,4-way SLI,,Yes,195 Watts,,,1060.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n680gtxtwinfrozr2gd5oc,195.0
,Radeon HD 7850,975MHz,Yes,,,,2,,,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/jTLypg/xfx-video-card-fx785acnbc,XFX,2GB,GDDR5,2,,,XFX Radeon HD 7850 2GB Video Card,FX-785A-CNBC,[],,No,,,130 Watts,,,975.0,2000.0,0.0,AMD,0.0,xfx-video-card-fx785acnbc,130.0
,GeForce GTX Titan,876MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/2vBv6h/evga-video-card-06gp42791kr,EVGA,6GB,GDDR5,,,,EVGA GeForce GTX Titan 6GB Superclocked Video Card,06G-P4-2791-KR,[],,4-way SLI,,Yes,250 Watts,,,876.0,6000.0,0.0,NVIDIA,0.0,evga-video-card-06gp42791kr,250.0
,GeForce GTX 560 Ti 448,732MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/7TLypg/gigabyte-video-card-gvn56044813i,Gigabyte,1.25GB,GDDR5,,,,Gigabyte GeForce GTX 560 Ti 448 1.25GB Video Card,GV-N560448-13I,[],,Yes,,,210 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn56044813i,210.0
,GeForce GT 740,993MHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"5.98"" (152mm)",/product/jP648d/evga-video-card-02gp43740kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GT 740 2GB Video Card,02G-P4-3740-KR,[],,No,,,64 Watts,1,,993.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp43740kr,64.0
,Radeon HD 5450,650MHz,Yes,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/KktCmG/powercolor-video-card-ax5450512mk3sh,PowerColor,512MB,DDR3,,,,PowerColor Radeon HD 5450 512MB Video Card,AX5450 512MK3-SH,[],,No,,,19 Watts,1,,650.0,512.0,0.0,AMD,0.0,powercolor-video-card-ax5450512mk3sh,19.0
,GeForce GTX 570,772MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/kWQypg/sparkle-video-card-x570,Sparkle,1.25GB,GDDR5,,1,,Sparkle GeForce GTX 570 1.25GB Video Card,X570,[],,3-way SLI,,,219 Watts,,,772.0,1250.0,0.0,NVIDIA,0.0,sparkle-video-card-x570,219.0
,Radeon HD 6770,850MHz,Yes,,,,1,,,No,1,PCI-Express x16,Video Card,"11.42"" (290mm)",/product/jpTmP6/asus-video-card-eah6770dcsl2di1gd5,Asus,1GB,GDDR5,,,,Asus Radeon HD 6770 1GB Video Card,EAH6770 DC SL/2DI/1GD5,[],,No,,,108 Watts,1,,850.0,1000.0,0.0,AMD,0.0,asus-video-card-eah6770dcsl2di1gd5,108.0
,GeForce GTX 460,850MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.27"" (210mm)",/product/8XQypg/evga-video-card-01gp31378tr,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTX 460 1GB Video Card,01G-P3-1378-TR,[],,Yes,,,150 Watts,,,850.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31378tr,150.0
1.11GHz,GeForce GTX 750 Ti,1.03GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"5.71"" (145mm)",/product/mj4NnQ/zotac-video-card-zt7060510m,Zotac,2GB,DDR5,,,,Zotac GeForce GTX 750 Ti 2GB Video Card,ZT-70605-10M,[104.99],,No,,Yes,60 Watts,,,1030.0,2000.0,104.99,NVIDIA,1110.0,zotac-video-card-zt7060510m,60.0
,GeForce GT 430,700MHz,No,,,,1,,1,No,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/WPqdnQ/zotac-video-card-zt4060120l,Zotac,1GB,DDR3,,,,Zotac GeForce GT 430 1GB Video Card,ZT-40601-20L,[],,No,,,49 Watts,,,700.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt4060120l,49.0
,Radeon HD 7770 GHz Edition,1.0GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"6.38"" (162mm)",/product/j7fp99/diamond-video-card-7770pe51gv,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 7770 GHz Edition 1GB Video Card,7770PE51GV,[],,No,,,80 Watts,,,1000.0,1000.0,0.0,AMD,0.0,diamond-video-card-7770pe51gv,80.0
,GeForce GTS 450,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/fktCmG/gigabyte-video-card-gvn4501gi,Gigabyte,1GB,GDDR5,,,,Gigabyte GeForce GTS 450 1GB Video Card,GV-N450-1GI,[],,Yes,,,106 Watts,1,,810.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn4501gi,106.0
,GeForce GTX 560 Ti 448,732MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/gJLypg/asus-video-card-engtx560ti448dc22dis1280m,Asus,1.25GB,GDDR5,,,,Asus GeForce GTX 560 Ti 448 1.25GB Video Card,ENGTX560TI448DC2/2DIS/1280M,[],,Yes,,,210 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,asus-video-card-engtx560ti448dc22dis1280m,210.0
,Radeon R7 260X,1.19GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/j8dFf7/gigabyte-video-card-gvr726xoc2gdrev3,Gigabyte,2GB,GDDR5,,,,Gigabyte Radeon R7 260X 2GB Video Card,GV-R726XOC-2GD REV3,[],,No,,,115 Watts,,,1190.0,2000.0,0.0,AMD,0.0,gigabyte-video-card-gvr726xoc2gdrev3,115.0
,GeForce GTX 650 Ti,1.03GHz,No,,1,,1,,,Yes,2,PCI-Express x16,Video Card,"6.02"" (153mm)",/product/swLypg/zotac-video-card-zt6110310m,Zotac,2GB,GDDR5,,,,Zotac GeForce GTX 650 Ti 2GB Video Card,ZT-61103-10M,[],,No,,,110 Watts,,,1030.0,2000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6110310m,110.0
,Radeon R9 290X,1.01GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"12.01"" (305mm)",/product/WgR48d/sapphire-video-card-1003613sr,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R9 290X 4GB Tri-X Video Card,100361-3SR,[],,No,,,300 Watts,,,1010.0,4000.0,0.0,AMD,0.0,sapphire-video-card-1003613sr,300.0
,GeForce GT 720,797MHz,No,,1,,,,,No,1,PCI-Express x16,Video Card,"5.75"" (146mm)",/product/v238TW/msi-video-card-n7201gd5hlp,MSI,1GB,DDR3,,,,MSI GeForce GT 720 1GB SILENT Video Card,N720-1GD5HLP,[],,No,,,19 Watts,1,,797.0,1000.0,0.0,NVIDIA,0.0,msi-video-card-n7201gd5hlp,19.0
,Radeon HD 5670,775MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/VHg323/powercolor-video-card-ax5670512md5hv2,PowerColor,512MB,GDDR5,,,,PowerColor Radeon HD 5670 512MB Video Card,AX5670 512MD5-HV2,[],,No,,,64 Watts,1,,775.0,512.0,0.0,AMD,0.0,powercolor-video-card-ax5670512md5hv2,64.0
,Radeon HD 7850,860MHz,Yes,,,,2,,,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/P2dqqs/xfx-video-card-fx785acnfc,XFX,2GB,GDDR5,2,,,XFX Radeon HD 7850 2GB Video Card,FX-785A-CNFC,[],,No,,,130 Watts,,,860.0,2000.0,0.0,AMD,0.0,xfx-video-card-fx785acnfc,130.0
1.26GHz,Radeon RX 470,1.14GHz,4-way CrossFire,,1,,,,2,Yes,2,PCI-Express x16,Video Card,"9.45"" (240mm)",/product/p28H99/sapphire-radeon-rx-470-4gb-nitro-video-card-11256-01,Sapphire,4GB,GDDR5,,,,Sapphire Radeon RX 470 4GB NITRO+ Video Card,11256-01<br/>(or) 100407NT+4GOCL<br/>(or) 11256-01-20G,"[189.99, 194.99, 219.88, 219.99, 224.99, 216.99]",,No,Yes,,225 Watts,,,1140.0,4000.0,211.138333333,AMD,1260.0,sapphire-radeon-rx-470-4gb-nitro-video-card-11256-01,225.0
,GeForce GTX 660 Ti,915MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/zcw323/pny-video-card-vcggtx660txpbc,PNY,2GB,GDDR5,,,,PNY GeForce GTX 660 Ti 2GB Video Card,VCGGTX660TXPB-C,[],,3-way SLI,,Yes,150 Watts,,,915.0,2000.0,0.0,NVIDIA,0.0,pny-video-card-vcggtx660txpbc,150.0
,GeForce GTX 560 Ti 448,732MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/Q6w323/asus-video-card-enengtx560ti448dc22dis1280md5,Asus,1.25GB,GDDR5,,,,Asus GeForce GTX 560 Ti 448 1.25GB Video Card,ENENGTX560Ti448DC2/2DIS/1280MD5,[],,Yes,,,210 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,asus-video-card-enengtx560ti448dc22dis1280md5,210.0
,GeForce GTX 560 Ti,835MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"9.29"" (236mm)",/product/28V48d/galaxy-video-card-56ngh6hs4ivz,Galaxy,1GB,GDDR5,,1,,Galaxy GeForce GTX 560 Ti 1GB Video Card,56NGH6HS4IVZ,[],,Yes,,,210 Watts,,,835.0,1000.0,0.0,NVIDIA,0.0,galaxy-video-card-56ngh6hs4ivz,210.0
,Radeon HD 7870 XT,925MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.24"" (260mm)",/product/DBXfrH/sapphire-video-card-111992020g,Sapphire,2GB,GDDR5,2,,,Sapphire Radeon HD 7870 XT 2GB Video Card,11199-20-20G,[],,No,,,185 Watts,,,925.0,2000.0,0.0,AMD,0.0,sapphire-video-card-111992020g,185.0
928MHz,GeForce GTX 780 Ti,875MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"11.18"" (284mm)",/product/dQjG3C/pny-video-card-vcggtx780t3xpbcc,PNY,3GB,GDDR5,,,,PNY GeForce GTX 780 Ti 3GB XLR8 Enthusiast Video Card,VCGGTX780T3XPB-CC,[],,4-way SLI,,Yes,250 Watts,,,875.0,3000.0,0.0,NVIDIA,928.0,pny-video-card-vcggtx780t3xpbcc,250.0
