Bearing Type,Fan RPM,Height,Kind,Link,Liquid Cooled,Manufacturer,Model,Name,Noise Level,Part #,Prices,Radiator Size,Supported Sockets,avg,short_link,noise_level,max_noise,min_noise,rpm,rpm_min,rpm_max,liquid,rad_size,bearing_type,cooler_height
Fluid Dynamic,900 - 2500 RPM,"5.00"" (127mm)",CPU Cooler,/product/VRPfrH/arctic-cooling-cpu-cooler-freezer7prorev2,No,ARCTIC,,ARCTIC Freezer 7 Pro Rev.2 45.0 CFM Fluid Dynamic Bearing CPU Cooler,,Freezer 7 Pro Rev.2,"[18.88, 18.99, 21.99, 21.99, 28.68]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",22.106,arctic-cooling-cpu-cooler-freezer7prorev2,0,0,0.0,900 - 2500 ,900.0,2500.0,No,0.0,Fluid Dynamic,127.0
,1500 RPM,,CPU Cooler,/product/H94gXL/corsair-cpu-cooler-h90,Yes,Corsair,,Corsair H90 94.0 CFM Liquid CPU Cooler,35.0 dbA,H90<br/>(or) CWCH90<br/>(or) CW-9060013-WW,"[104.99, 99.99, 109.99]",140mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",104.99,corsair-cpu-cooler-h90,35.0 ,35.0 ,35.0,1500 ,1500.0,1500.0,Yes,140.0,,0.0
,600 - 1800 RPM,,CPU Cooler,/product/xGqbt6/deepcool-cpu-cooler-maelstrom120k,Yes,Deepcool,Maelstrom 120K,Deepcool Maelstrom 120K 61.9 CFM Liquid CPU Cooler,18.2 - 32.4 dbA,MAELSTROM 120K,[],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,deepcool-cpu-cooler-maelstrom120k,18.2 - 32.4 ,32.4,18.2,600 - 1800 ,600.0,1800.0,Yes,120.0,,0.0
,600 - 2200 RPM,,CPU Cooler,/product/kbhj4D/cryorig-cpu-cooler-a40,Yes,CRYORIG,,CRYORIG A40 83.0 CFM Liquid CPU Cooler,13.0 - 37.0 dbA,A40<br/>(or) CR-A4A,"[103.98, 104.45, 104.45]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",104.293333333,cryorig-cpu-cooler-a40,13.0 - 37.0 ,37.0,13.0,600 - 2200 ,600.0,2200.0,Yes,240.0,,0.0
,,"6.26"" (159mm)",CPU Cooler,/product/zBjWGX/thermalright-cpu-cooler-legrandmacho,No,Thermalright,,Thermalright Le Grand Macho Fanless CPU Cooler,,Le Grand Macho,"[69.99, 69.9]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",69.945,thermalright-cpu-cooler-legrandmacho,0,0,0.0,0,0.0,0.0,No,0.0,,159.0
,600 - 2200 RPM,,CPU Cooler,/product/Yqbkcf/deepcool-maelstrom-240-836-cfm-liquid-cpu-cooler-maelstrom-240,Yes,Deepcool,,Deepcool Maelstrom 240 182.2 CFM Liquid CPU Cooler,17.6 - 39.3 dbA,Maelstrom 240,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",0.0,deepcool-maelstrom-240-836-cfm-liquid-cpu-cooler-maelstrom-240,17.6 - 39.3 ,39.3,17.6,600 - 2200 ,600.0,2200.0,Yes,240.0,,0.0
,1000 - 1700 RPM,"5.98"" (152mm)",CPU Cooler,/product/rpTmP6/zalman-cpu-cooler-cnps10xoptima,No,Zalman,,Zalman CNPS10X OPTIMA CPU Cooler,17.0 - 28.0 dbA,CNPS10X OPTIMA,"[26.99, 28.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",27.99,zalman-cpu-cooler-cnps10xoptima,17.0 - 28.0 ,28.0,17.0,1000 - 1700 ,1000.0,1700.0,No,0.0,,152.0
,1200 - 3400 RPM,"0.91"" (23mm)",CPU Cooler,/product/pd4gXL/silverstone-cpu-cooler-nt07115x,No,Silverstone,,Silverstone NT07-115X 48.0 CFM CPU Cooler,18.0 - 26.0 dbA,NT07-115X,"[19.99, 25.99, 19.99, 19.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",21.49,silverstone-cpu-cooler-nt07115x,18.0 - 26.0 ,26.0,18.0,1200 - 3400 ,1200.0,3400.0,No,0.0,,23.0
Fluid Dynamic,300 - 1400 RPM,"6.57"" (167mm)",CPU Cooler,/product/vCL7YJ/deepcool-cpu-cooler-assassinii,No,Deepcool,,Deepcool ASSASSIN II 70.1 CFM Fluid Dynamic Bearing CPU Cooler,17.8 - 27.3 dbA,ASSASSIN II,"[69.99, 76.13, 89.99, 119.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",89.025,deepcool-cpu-cooler-assassinii,17.8 - 27.3 ,27.3,17.8,300 - 1400 ,300.0,1400.0,No,0.0,Fluid Dynamic,167.0
,1000 - 2300 RPM,,CPU Cooler,/product/dhn2FT/zalman-cpu-cooler-reserator3maxdual,Yes,Zalman,,Zalman Reserator 3 MAX Dual Liquid CPU Cooler,23.2 - 46.6 dbA,Reserator 3 MAX Dual,"[103.99, 139.99]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",121.99,zalman-cpu-cooler-reserator3maxdual,23.2 - 46.6 ,46.6,23.2,1000 - 2300 ,1000.0,2300.0,Yes,240.0,,0.0
Sleeve,1000 - 2600 RPM,,CPU Cooler,/product/QnTrxr/raijintek-cpu-cooler-0r100019,Yes,RAIJINTEK,TRITON GREEN,RAIJINTEK TRITON GREEN 100.5 CFM Sleeve Bearing Liquid CPU Cooler,21.6 - 36.6 dbA,0R100019,[89.99],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",89.99,raijintek-cpu-cooler-0r100019,21.6 - 36.6 ,36.6,21.6,1000 - 2600 ,1000.0,2600.0,Yes,240.0,Sleeve,0.0
,600 - 2000 RPM,"6.22"" (158mm)",CPU Cooler,/product/PJYXsY/cooler-master-cpu-cooler-rr212x20pmr1,No,Cooler Master,Hyper 212X,Cooler Master Hyper 212X 82.9 CFM CPU Cooler,9.0 - 36.0 dbA,RR-212X-20PM-R1,"[39.99, 45.66, 58.64]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",48.0966666667,cooler-master-cpu-cooler-rr212x20pmr1,9.0 - 36.0 ,36.0,9.0,600 - 2000 ,600.0,2000.0,No,0.0,,158.0
Fluid Dynamic,400 - 1350 RPM,"6.34"" (161mm)",CPU Cooler,/product/KdkD4D/arctic-cooling-cpu-cooler-acfzi30,No,ARCTIC,Freezer i30 Extreme,ARCTIC Freezer i30 Extreme 74.0 CFM Fluid Dynamic Bearing CPU Cooler,,ACFZI30,"[29.99, 44.99]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",37.49,arctic-cooling-cpu-cooler-acfzi30,0,0,0.0,400 - 1350 ,400.0,1350.0,No,0.0,Fluid Dynamic,161.0
,700 - 1200 RPM,"6.30"" (160mm)",CPU Cooler,/product/FJx9TW/thermaltake-cpu-cooler-clp002al14blb,No,Thermaltake,Frio Silent 14,Thermaltake Frio Silent 14 71.2 CFM CPU Cooler,12.0 - 19.3 dbA,CL-P002-AL14BL-B,"[34.99, 36.89, 36.99, 36.99, 38.99, 36.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",36.9733333333,thermaltake-cpu-cooler-clp002al14blb,12.0 - 19.3 ,19.3,12.0,700 - 1200 ,700.0,1200.0,No,0.0,,160.0
,600 - 3000 RPM,"2.48"" (63mm)",CPU Cooler,/product/wVtCmG/akasa-cpu-cooler-akcc7117ep01,No,Akasa,K32,Akasa K32 56.8 CFM CPU Cooler,17.2 - 30.5 dbA,AK-CC7117EP01,[],,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,akasa-cpu-cooler-akcc7117ep01,17.2 - 30.5 ,30.5,17.2,600 - 3000 ,600.0,3000.0,No,0.0,,63.0
Fluid Dynamic,2000 RPM,"4.84"" (123mm)",CPU Cooler,/product/ZcXfrH/silenx-cpu-cooler-efz92ha3,No,SilenX,,SilenX EFZ-92HA3 48.0 CFM Fluid Dynamic Bearing CPU Cooler,8.0 - 24.0 dbA,EFZ-92HA3,"[28.89, 29.89, 29.89, 30.37]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",29.76,silenx-cpu-cooler-efz92ha3,8.0 - 24.0 ,24.0,8.0,2000 ,2000.0,2000.0,No,0.0,Fluid Dynamic,123.0
,800 - 1700 RPM,,CPU Cooler,/product/4vKhP6/fractal-design-cpu-cooler-fdwcukelvins24bk,Yes,Fractal Design,Kelvin S24,Fractal Design Kelvin S24 62.4 CFM Liquid CPU Cooler,26.9 dbA,FD-WCU-KELVIN-S24-BK,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,fractal-design-cpu-cooler-fdwcukelvins24bk,26.9 ,26.9 ,26.9,800 - 1700 ,800.0,1700.0,Yes,240.0,,0.0
,500 - 2000 RPM,"2.76"" (70mm)",CPU Cooler,/product/xBV48d/nexus-cpu-cooler-low7000r2,No,Nexus,,Nexus LOW-7000 R2 CPU Cooler,15.0 - 24.0 dbA,LOW-7000 R2,[19.95],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",19.95,nexus-cpu-cooler-low7000r2,15.0 - 24.0 ,24.0,15.0,500 - 2000 ,500.0,2000.0,No,0.0,,70.0
,800 - 1800 RPM,"6.30"" (160mm)",CPU Cooler,/product/WtGkcf/enermax-cpu-cooler-etst40tb,No,Enermax,,Enermax ETS-T40-TB 86.7 CFM CPU Cooler,10.0 - 21.0 dbA,ETS-T40-TB,[49.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",49.99,enermax-cpu-cooler-etst40tb,10.0 - 21.0 ,21.0,10.0,800 - 1800 ,800.0,1800.0,No,0.0,,160.0
,300 - 2500 RPM,"5.63"" (143mm)",CPU Cooler,/product/Ynfp99/scythe-cpu-cooler-scktn4000,No,Scythe,,Scythe SCKTN-4000 55.5 CFM CPU Cooler,7.2 - 31.1 dbA,SCKTN-4000,"[29.88, 29.99, 38.94]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",32.9366666667,scythe-cpu-cooler-scktn4000,7.2 - 31.1 ,31.1,7.2,300 - 2500 ,300.0,2500.0,No,0.0,,143.0
,1800 RPM,"2.20"" (56mm)",CPU Cooler,/product/bzKhP6/thermaltake-cpu-cooler-clp009al09wta,No,Thermaltake,Gravity A1,Thermaltake Gravity A1 31.8 CFM CPU Cooler,22.3 dbA,CL-P009-AL09WT-A,"[15.94, 25.81]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",20.875,thermaltake-cpu-cooler-clp009al09wta,22.3 ,22.3 ,22.3,1800 ,1800.0,1800.0,No,0.0,,56.0
,550 - 2500 RPM,"1.77"" (45mm)",CPU Cooler,/product/VBL7YJ/silverstone-nt09-115x-470-cfm-cpu-cooler-nt09-115x,No,Silverstone,,Silverstone NT09-115X 47.0 CFM CPU Cooler,18.5 - 32.0 dbA,NT09-115X<br/>(or) RL-NT09-115X<br/>(or) SST-NT09-115X,"[19.99, 24.97, 27.99]",,"LGA1150, LGA1151, LGA1155, LGA1156",24.3166666667,silverstone-nt09-115x-470-cfm-cpu-cooler-nt09-115x,18.5 - 32.0 ,32.0,18.5,550 - 2500 ,550.0,2500.0,No,0.0,,45.0
,500 - 1800 RPM,,CPU Cooler,/product/wqRFf7/deepcool-captain-240-ex-1530-cfm-liquid-cpu-cooler-captain-240-ex,Yes,Deepcool,,Deepcool CAPTAIN 240 EX 153.0 CFM Liquid CPU Cooler,17.6 - 31.3 dbA,CAPTAIN 240 EX,"[86.99, 89.99, 95.75]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",90.91,deepcool-captain-240-ex-1530-cfm-liquid-cpu-cooler-captain-240-ex,17.6 - 31.3 ,31.3,17.6,500 - 1800 ,500.0,1800.0,Yes,240.0,,0.0
,500 - 1300 RPM,"6.34"" (161mm)",CPU Cooler,/product/8YrcCJ/scythe-cpu-cooler-scmgd1000,No,Scythe,Mugen MAX,Scythe Mugen MAX 97.2 CFM CPU Cooler,13.0 - 30.7 dbA,SCMGD-1000,[47.95],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",47.95,scythe-cpu-cooler-scmgd1000,13.0 - 30.7 ,30.7,13.0,500 - 1300 ,500.0,1300.0,No,0.0,,161.0
Ball,1100 - 6000 RPM,"1.10"" (28mm)",CPU Cooler,/product/tP4gXL/dynatron-cpu-cooler-r13,No,Dynatron,,Dynatron R13 2.5 CFM Ball Bearing CPU Cooler,19.1 - 53.8 dbA,R13,"[23.99, 32.95, 33.99, 36.0]",,"LGA2011, LGA2011-3",31.7325,dynatron-cpu-cooler-r13,19.1 - 53.8 ,53.8,19.1,1100 - 6000 ,1100.0,6000.0,No,0.0,Ball,28.0
,700 - 1200 RPM,"4.41"" (112mm)",CPU Cooler,/product/KrkD4D/phanteks-cpu-cooler-phtc14cs,No,Phanteks,,Phanteks PH-TC14CS 78.1 CFM CPU Cooler,13.4 - 19.0 dbA,PH-TC14CS,[99.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",99.99,phanteks-cpu-cooler-phtc14cs,13.4 - 19.0 ,19.0,13.4,700 - 1200 ,700.0,1200.0,No,0.0,,112.0
,,"1.77"" (45mm)",CPU Cooler,/product/nkMFf7/prolimatech-cpu-cooler-prosam17,No,Prolimatech,,Prolimatech PRO-SAM17 Fanless CPU Cooler,,PRO-SAM17,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,prolimatech-cpu-cooler-prosam17,0,0,0.0,0,0.0,0.0,No,0.0,,45.0
,1000 - 2000 RPM,,CPU Cooler,/product/8KW9TW/thermaltake-cpu-cooler-clw0224,Yes,Thermaltake,Water 3.0 Extreme,Thermaltake Water 3.0 Extreme 99.0 CFM Liquid CPU Cooler,20.0 dbA,CLW0224,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,thermaltake-cpu-cooler-clw0224,20.0 ,20.0 ,20.0,1000 - 2000 ,1000.0,2000.0,Yes,240.0,,0.0
,1600 RPM,"6.57"" (167mm)",CPU Cooler,/product/Xxs8TW/cooler-master-cpu-cooler-rrv8vc16prr2,No,Cooler Master,V8 Ver.2,Cooler Master V8 Ver.2 82.0 CFM CPU Cooler,36.0 dbA,RR-V8VC-16PR-R2,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,cooler-master-cpu-cooler-rrv8vc16prr2,36.0 ,36.0 ,36.0,1600 ,1600.0,1600.0,No,0.0,,167.0
,,"6.26"" (159mm)",CPU Cooler,/product/Qrbp99/prolimatech-cpu-cooler-megahalemsrevb,No,Prolimatech,,Prolimatech Megahalems Rev.B Fanless CPU Cooler,,Megahalems Rev.B,[50.99],,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",50.99,prolimatech-cpu-cooler-megahalemsrevb,0,0,0.0,0,0.0,0.0,No,0.0,,159.0
,600 - 1900 RPM,"6.46"" (164mm)",CPU Cooler,/product/FGfmP6/akasa-cpu-cooler-akcc4008hp01,No,Akasa,Venom Voodoo,Akasa Venom Voodoo 83.6 CFM CPU Cooler,6.9 - 28.9 dbA,AK-CC4008HP01,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,akasa-cpu-cooler-akcc4008hp01,6.9 - 28.9 ,28.9,6.9,600 - 1900 ,600.0,1900.0,No,0.0,,164.0
Ball,1000 - 2500 RPM,"1.61"" (41mm)",CPU Cooler,/product/QrZQzy/dynatron-cpu-cooler-k5,No,Dynatron,,Dynatron K5 47.0 CFM Ball Bearing CPU Cooler,14.7 - 29.8 dbA,K5,"[17.99, 17.99, 53.82]",,"LGA1150, LGA1151, LGA1155, LGA1156",29.9333333333,dynatron-cpu-cooler-k5,14.7 - 29.8 ,29.8,14.7,1000 - 2500 ,1000.0,2500.0,No,0.0,Ball,41.0
Ball,1350 - 2600 RPM,"4.92"" (125mm)",CPU Cooler,/product/8CXfrH/zalman-cpu-cooler-9500a,No,Zalman,,Zalman 9500A Ball Bearing CPU Cooler,18.0 - 27.0 dbA,9500A,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,zalman-cpu-cooler-9500a,18.0 - 27.0 ,27.0,18.0,1350 - 2600 ,1350.0,2600.0,No,0.0,Ball,125.0
,2435 RPM,,CPU Cooler,/product/9FgPxr/corsair-cpu-cooler-cw9060024ww,Yes,Corsair,H80i v2,Corsair H80i v2 70.7 CFM Liquid CPU Cooler,37.7 dbA,CW-9060024-WW<br/>(or) H80i V2,"[89.88, 89.9, 89.99, 96.56, 89.9, 109.99, 109.99, 117.99]",120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",99.275,corsair-cpu-cooler-cw9060024ww,37.7 ,37.7 ,37.7,2435 ,2435.0,2435.0,Yes,120.0,,0.0
Sleeve,1500 RPM,"6.30"" (160mm)",CPU Cooler,/product/mttWGX/rosewill-cpu-cooler-rocc12001,No,Rosewill,AIOLOS,Rosewill AIOLOS 50.5 CFM Sleeve Bearing CPU Cooler,24.6 dbA,ROCC-12001,"[40.0, 40.39]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",40.195,rosewill-cpu-cooler-rocc12001,24.6 ,24.6 ,24.6,1500 ,1500.0,1500.0,No,0.0,Sleeve,160.0
,2500 RPM,,CPU Cooler,/product/kwGkcf/enermax-cpu-cooler-elclm120shp,Yes,Enermax,,Enermax ELC-LM120S-HP 111.0 CFM Liquid CPU Cooler,30.0 dbA,ELC-LM120S-HP,[],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,enermax-cpu-cooler-elclm120shp,30.0 ,30.0 ,30.0,2500 ,2500.0,2500.0,Yes,120.0,,0.0
,600 - 1800 RPM,,CPU Cooler,/product/42rcCJ/deepcool-maelstrom-240t-1673-cfm-liquid-cpu-cooler-maelstrom-240t,Yes,Deepcool,,Deepcool Maelstrom 240T 167.3 CFM Liquid CPU Cooler,17.8 - 34.1 dbA,Maelstrom 240T,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,deepcool-maelstrom-240t-1673-cfm-liquid-cpu-cooler-maelstrom-240t,17.8 - 34.1 ,34.1,17.8,600 - 1800 ,600.0,1800.0,Yes,240.0,,0.0
,210 - 2100 RPM,"5.91"" (150mm)",CPU Cooler,/product/bvg323/titan-cpu-cooler-ttcnc85tzrb,No,Titan,,Titan TTC-NC85TZ(RB) 38.5 CFM CPU Cooler,28.8 dbA,TTC-NC85TZ(RB),[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,titan-cpu-cooler-ttcnc85tzrb,28.8 ,28.8 ,28.8,210 - 2100 ,210.0,2100.0,No,0.0,,150.0
,2800 RPM,"6.38"" (162mm)",CPU Cooler,/product/LqxfrH/evga-cpu-cooler-100fsc201kr,No,EVGA,ACX,EVGA ACX CPU Cooler,42.5 dbA,100-FS-C201-KR,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,evga-cpu-cooler-100fsc201kr,42.5 ,42.5 ,42.5,2800 ,2800.0,2800.0,No,0.0,,162.0
,900 - 2000 RPM,,CPU Cooler,/product/BvXfrH/zalman-cpu-cooler-lq320,Yes,Zalman,,Zalman LQ-320 Liquid CPU Cooler,,LQ-320,[],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,zalman-cpu-cooler-lq320,0,0,0.0,900 - 2000 ,900.0,2000.0,Yes,120.0,,0.0
,600 - 2000 RPM,"5.12"" (130mm)",CPU Cooler,/product/fQH323/arctic-cooling-cpu-cooler-acfz13ltd,No,ARCTIC,Freezer 13 Limited Edition,ARCTIC Freezer 13 Limited Edition 4.0 CFM CPU Cooler,,ACFZ13-LTD<br/>(or) UCACO-FZ130002-BL,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,arctic-cooling-cpu-cooler-acfz13ltd,0,0,0.0,600 - 2000 ,600.0,2000.0,No,0.0,,130.0
,2500 RPM,,CPU Cooler,/product/NpZQzy/enermax-cpu-cooler-elclt240hp,Yes,Enermax,Liqtech 240,Enermax Liqtech 240 111.0 CFM Liquid CPU Cooler,30.0 dbA,ELC-LT240-HP,[],240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,enermax-cpu-cooler-elclt240hp,30.0 ,30.0 ,30.0,2500 ,2500.0,2500.0,Yes,240.0,,0.0
,1200 - 2100 RPM,"6.26"" (159mm)",CPU Cooler,/product/p3YXsY/thermaltake-cpu-cooler-clp0575,No,Thermaltake,Frio OCK,Thermaltake Frio OCK 121.0 CFM CPU Cooler,21.0 - 48.0 dbA,CLP0575,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermaltake-cpu-cooler-clp0575,21.0 - 48.0 ,48.0,21.0,1200 - 2100 ,1200.0,2100.0,No,0.0,,159.0
Rifle,800 - 1800 RPM,"6.34"" (161mm)",CPU Cooler,/product/pWqdnQ/cooler-master-cpu-cooler-rruv8xbu1gp,No,Cooler Master,V8,Cooler Master V8 69.7 CFM Rifle Bearing CPU Cooler,17.0 - 21.0 dbA,RR-UV8-XBU1-GP,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,cooler-master-cpu-cooler-rruv8xbu1gp,17.0 - 21.0 ,21.0,17.0,800 - 1800 ,800.0,1800.0,No,0.0,Rifle,161.0
Sleeve,600 - 2600 RPM,"1.18"" (30mm)",CPU Cooler,/product/ZjV48d/rosewill-cpu-cooler-rcxz775lp,No,Rosewill,,Rosewill RCX-Z775-LP 33.5 CFM Sleeve Bearing CPU Cooler,16.0 - 24.5 dbA,RCX-Z775-LP,"[11.99, 12.99, 15.44]",,"LGA1150, LGA1151, LGA1155, LGA1156, LGA775",13.4733333333,rosewill-cpu-cooler-rcxz775lp,16.0 - 24.5 ,24.5,16.0,600 - 2600 ,600.0,2600.0,No,0.0,Sleeve,30.0
,600 - 1800 RPM,,CPU Cooler,/product/nKhj4D/deepcool-maelstrom-120t-rf-fanless-cpu-cooler-maelstrom-120t-rf,Yes,Deepcool,,Deepcool Maelstrom 120T RF 83.6 CFM Liquid CPU Cooler,17.8 - 34.1 dbA,Maelstrom 120T RF,[],120mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,deepcool-maelstrom-120t-rf-fanless-cpu-cooler-maelstrom-120t-rf,17.8 - 34.1 ,34.1,17.8,600 - 1800 ,600.0,1800.0,Yes,120.0,,0.0
Fluid Dynamic,800 - 1400 RPM,"1.73"" (44mm)",CPU Cooler,/product/ZfK7YJ/raijintek-cpu-cooler-0r100003,No,RAIJINTEK,ZELOS,RAIJINTEK ZELOS 41.0 CFM Fluid Dynamic Bearing CPU Cooler,20.0 dbA,0R100003,"[16.99, 29.98, 37.94]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156",28.3033333333,raijintek-cpu-cooler-0r100003,20.0 ,20.0 ,20.0,800 - 1400 ,800.0,1400.0,No,0.0,Fluid Dynamic,44.0
,1500 - 4000 RPM,"1.10"" (28mm)",CPU Cooler,/product/7Mp323/evercool-cpu-cooler-echps810cp,No,Evercool,HPS-810CP,Evercool HPS-810CP 34.6 CFM CPU Cooler,16.2 - 37.5 dbA,EC-HPS-810CP,"[24.99, 29.97]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",27.48,evercool-cpu-cooler-echps810cp,16.2 - 37.5 ,37.5,16.2,1500 - 4000 ,1500.0,4000.0,No,0.0,,28.0
,600 - 2400 RPM,,CPU Cooler,/product/bT8Zxr/antec-cpu-cooler-kuhlerh2o1250,Yes,Antec,,Antec KUHLER H2O 1250 98.0 CFM Liquid CPU Cooler,16.0 - 38.0 dbA,KUHLER H2O 1250,"[82.49, 88.99, 98.99, 104.99]",240mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",93.865,antec-cpu-cooler-kuhlerh2o1250,16.0 - 38.0 ,38.0,16.0,600 - 2400 ,600.0,2400.0,Yes,240.0,,0.0
