Efficiency,Efficiency Certification,Fans,Kind,Link,Manufacturer,Model,Modular,Name,Output,PCI-Express 6+2-Pin Connectors,PCI-Express 6-Pin Connectors,PCI-Express 8-Pin Connectors,Part #,Prices,Type,Wattage,avg,short_link,power,eff_rank,ppw
85%,80+,1,Power Supply,/product/R9mLrH/xclio-power-supply-x14s4p4600w,XClio,,Full,XClio GreatPower 600W 80+ Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@28A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",,2,,X14S4P4 600W,[],ATX12V,600 Watts,0.0,xclio-power-supply-x14s4p4600w,600.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/syJwrH/cooler-master-power-supply-rs55080ga,Cooler Master,,No,Cooler Master Silent Pro Gold 550W 80+ Gold Certified ATX Power Supply,,2,,,RS-550-80GA,[],ATX12V / EPS12V,550 Watts,0.0,cooler-master-power-supply-rs55080ga,550.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/GsqdnQ/corsair-power-supply-cp9020075,Corsair,CS450M,Semi,Corsair 450W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@63.3A, -12V@0.8A, +5VSB@3.0A",6,,,CP-9020075,[],ATX12V / EPS12V,450 Watts,0.0,corsair-power-supply-cp9020075,450.0,4.0,0.0
&lt; 90%,80+ Gold,1,Power Supply,/product/gmsKHx/corsair-power-supply-ax650,Corsair,,Full,Corsair Professional Gold 650W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@54A, -12V@0.5A, +5VSB@3A",4,,,AX650<br/>(or) CP-9020006-NA,[239.99],ATX12V / EPS12V,650 Watts,239.99,corsair-power-supply-ax650,650.0,4.0,0.369215384615
&lt; 90%,80+ Gold,1,Power Supply,/product/FfNp99/xigmatek-power-supply-vectorg650,Xigmatek,,Semi,Xigmatek Vector 650W 80+ Gold Certified Semi-Modular ATX Power Supply,,4,,,Vector G650,[],ATX12V / EPS12V,650 Watts,0.0,xigmatek-power-supply-vectorg650,650.0,4.0,0.0
,80+ Bronze,1,Power Supply,/product/Yt648d/ultra-power-supply-u1241562,Ultra,,Full,Ultra X4 750W 80+ Bronze Certified Fully-Modular ATX Power Supply,,,2,2,U12-41562,[],ATX,750 Watts,0.0,ultra-power-supply-u1241562,750.0,2.0,0.0
,80+,1,Power Supply,/product/29fp99/e-power-power-supply-ep1200p10t2,E-Power,,Semi,E-Power 1200W 80+ Certified Semi-Modular ATX Power Supply,"+3.3V@30A,+5V@30A,+12V1@20A,+12V2@20A,+12V3@20A,+12V4@20A,&lt;br/&gt;+12V5@20A,+12V6@20A (combine 84A),-12V@0.8A, +5VSB@6.0A",3,3,,EP-1200P10-T2,[],ATX12V / EPS12V,1200 Watts,0.0,e-power-power-supply-ep1200p10t2,1200.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/3998TW/enermax-power-supply-erv550awtg,Enermax,,Semi,Enermax REVOLUTION87+ 550W 80+ Gold Certified Semi-Modular ATX Power Supply,,1,,,ERV550AWT-G,[],ATX,550 Watts,0.0,enermax-power-supply-erv550awtg,550.0,4.0,0.0
,,1,Power Supply,/product/xtckcf/athena-power-power-supply-ak850,Athena Power,,No,Athena Power 850W ATX Power Supply,,,,,AK850,[],ATX12V / EPS12V,850 Watts,0.0,athena-power-power-supply-ak850,850.0,,0.0
&lt; 85%,80+ Bronze,1,Power Supply,/product/gVphP6/inwin-power-supply-irpcom850ii,Inwin,,Full,Inwin Commander II 850W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@34A, +12V2@34A, +12V3@34A, +12V4@34A, -12V@0.5A, +5VSB@3.0A",6,,,IRP-COM850 II,[],ATX12V / EPS12V,850 Watts,0.0,inwin-power-supply-irpcom850ii,850.0,2.0,0.0
,80+ Gold,1,Power Supply,/product/ZnDwrH/thortech-power-supply-ttbpk20g,Thortech,,Full,Thortech Thunderbolt PLUS 1200W 80+ Gold Certified Fully-Modular ATX Power Supply,,4,,,TTBPK20G,[],ATX12V,1200 Watts,0.0,thortech-power-supply-ttbpk20g,1200.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/Ypckcf/thortech-power-supply-ttbpk00g,Thortech,,Full,Thortech Thunderbolt Plus 1000W 80+ Gold Certified Fully-Modular ATX Power Supply,,4,,,TTBPK00G,[],ATX12V,1000 Watts,0.0,thortech-power-supply-ttbpk00g,1000.0,4.0,0.0
&lt; 90%,80+ Gold,1,Power Supply,/product/fzJwrH/nzxt-power-supply-np1gm0850a,NZXT,HALE90 V2 850W,Full,NZXT HALE90 V2 850W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@70A, -12V@0.5A, +5VSB@3.5A",6,,,NP-1GM-0850A<br/>(or) NP-1GM-0850A-EU,[],ATX,850 Watts,0.0,nzxt-power-supply-np1gm0850a,850.0,4.0,0.0
&gt; 90%,80+ Gold,1,Power Supply,/product/pjFPxr/fsp-group-power-supply-aurumcmgold650,FSP Group,,Semi,FSP Group 650W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@26/6A, +5V@12.8/26A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.5A, +5VSB@3.5A",4,,,AURUM CM GOLD 650,[],ATX12V / EPS12V,650 Watts,0.0,fsp-group-power-supply-aurumcmgold650,650.0,4.0,0.0
,80+ Platinum,1,Power Supply,/product/xwLypg/thermaltake-power-supply-tpg600m,Thermaltake,,Semi,Thermaltake Toughpower Grand 600W 80+ Platinum Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@49A, -12V@0.5A, +5VSB@3A",4,,,TPG-600M,[],ATX12V / EPS12V,600 Watts,0.0,thermaltake-power-supply-tpg600m,600.0,5.0,0.0
,80+ Gold,1,Power Supply,/product/rKzv6h/thermaltake-power-supply-evo750mpcgus,Thermaltake,,Semi,Thermaltake EVO-Blue 750W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@62A, -12V@0.8A, +5VSB@3A",4,,,EVO-750MPCGUS,[],ATX12V / EPS12V,750 Watts,0.0,thermaltake-power-supply-evo750mpcgus,750.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/dpgPxr/nzxt-power-supply-np1gm1200aneeu,NZXT,,Full,NZXT HALE90 V2 1200W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@100A, -12V@0.8A, +5VSB@4A",8,,,NP-1GM-1200A-NEEU,[],ATX12V / EPS12V,1200 Watts,0.0,nzxt-power-supply-np1gm1200aneeu,1200.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/8DPfrH/thermaltake-power-supply-evo850mpcgusa,Thermaltake,,Semi,Thermaltake EVO Blue 2.0 850W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@70A, -12V@0.8A, +5VSB@3A",4,,,EVO-850MPCGUS-A,[],ATX12V / EPS12V,850 Watts,0.0,thermaltake-power-supply-evo850mpcgusa,850.0,4.0,0.0
&lt; 80%,,1,Power Supply,/product/nbmLrH/cougar-power-supply-sl600,Cougar,,No,Cougar 600W ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@22A, +12V2@22A, -12V@0.5A, +5VSB@2A",2,,,SL600,[],ATX12V,600 Watts,0.0,cougar-power-supply-sl600,600.0,,0.0
&gt; 85%,80+ Silver,1,Power Supply,/product/ydQypg/seasonic-power-supply-ss750htsilver,SeaSonic,,No,SeaSonic 750W 80+ Silver Certified ATX Power Supply,"+3.3V@24A, +5V@30A, +12V@62A, -12V@0.8A, +5VSB@3A",2,2,,SS-750HT Silver,[],ATX12V / EPS12V,750 Watts,0.0,seasonic-power-supply-ss750htsilver,750.0,3.0,0.0
up to 88%,80+ Bronze,1,Power Supply,/product/Qp7wrH/lepa-power-supply-b850ma,LEPA,,Semi,LEPA 850W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@28A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@3.0A",6,,,B850-MA,[],ATX12V,850 Watts,0.0,lepa-power-supply-b850ma,850.0,2.0,0.0
85%,80+ Bronze,1,Power Supply,/product/JyMFf7/coolmax-power-supply-zp750b,CoolMax,,Semi,CoolMax 750W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@28A,+5V@30A,+12V1@18A,+12V2@18A,+12V3@18A,+12V4@18A,-12V@0.8A,+5VSB@3A",2,2,,ZP-750B,[119.99],ATX12V / EPS12V,750 Watts,119.99,coolmax-power-supply-zp750b,750.0,2.0,0.159986666667
,80+ Bronze,1,Power Supply,/product/vjzv6h/athena-power-power-supply-apmfatx40,Athena Power,,No,Athena Power 400W 80+ Bronze Certified Mini ITX Power Supply,"+5V@15A, -5V@0.5A, +12V1@16A, +12V2@16A, -12V@0.8A, +3.3V@15A, +5VSB@2.5A",,2,,AP-MFATX40,[],Mini ITX,400 Watts,0.0,athena-power-power-supply-apmfatx40,400.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/9sdqqs/nzxt-power-supply-np1bn0750a,NZXT,HALE82N 750W,No,NZXT HALE82N 750W 80+ Bronze Certified ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@60A, -12V@0.5A, +5VSB@3.5A",4,,,NP-1BN-0750A,[],ATX12V / EPS12V,750 Watts,0.0,nzxt-power-supply-np1bn0750a,750.0,2.0,0.0
,80+ Gold,1,Power Supply,/product/j3Lypg/nzxt-power-supply-psh9v2085,NZXT,HALE90 V2 850W,Full,NZXT HALE90 V2 850W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@70A, -12V@0.5A, +5VSB@3.5A",6,,,PS-H9V2-085,[],ATX12V / EPS12V,850 Watts,0.0,nzxt-power-supply-psh9v2085,850.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/zzJwrH/nzxt-power-supply-psh9v2100,NZXT,HALE90 V2 1000W,Full,NZXT HALE90 V2 1000W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@83A, -12V@0.8A, +5VSB@4A",6,,,PS-H9V2-100,[],ATX12V / EPS12V,1000 Watts,0.0,nzxt-power-supply-psh9v2100,1000.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/BN8Zxr/nzxt-power-supply-psh9v2120,NZXT,HALE90 V2 1200W,Full,NZXT HALE90 V2 1200W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@100A, -12V@0.8A, +5VSB@4A",8,,,PS-H9V2-120,[],ATX12V / EPS12V,1200 Watts,0.0,nzxt-power-supply-psh9v2120,1200.0,4.0,0.0
&gt; 82%,80+ Bronze,1,Power Supply,/product/jG8Zxr/nzxt-power-supply-hale82750m,NZXT,,Semi,NZXT HALE82 750W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@23A, +5V@25A, +12V@53A, -12V@0.5A, +5VSB@3.0A",2,2,,HALE82-750-M<br/>(or) HALE82 750W,[],ATX12V / EPS12V,750 Watts,0.0,nzxt-power-supply-hale82750m,750.0,2.0,0.0
&lt; 85%,80+,1,Power Supply,/product/P2vRsY/cougar-power-supply-rx600,Cougar,,No,Cougar 600W 80+ Certified ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@30A, +12V2@22A, -12V@0.3A, +5VSB@3A",1,1,,RX600,[],ATX12V,600 Watts,0.0,cougar-power-supply-rx600,600.0,1.0,0.0
&gt; 80%,80+,1,Power Supply,/product/TR3RsY/antec-power-supply-neoeco400c,Antec,,No,Antec Neo Eco 400W 80+ Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@30A, -12V@0.8A, +5VSB@2.5A",,1,,NEO ECO 400C,[],ATX12V / EPS12V,400 Watts,0.0,antec-power-supply-neoeco400c,400.0,1.0,0.0
82-86%,80+ Bronze,0,Power Supply,/product/kKmLrH/silverstone-power-supply-st40nf,Silverstone,,No,Silverstone Nightjar 400W 80+ Bronze Certified Fanless ATX Power Supply,"+3.3V@20A,+5V@14A,+12V1@27A,-12V@0.5A,+5VSB@2.0A",1,1,,ST40NF,[],ATX12V / EPS12V,400 Watts,0.0,silverstone-power-supply-st40nf,400.0,2.0,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/GDH323/antec-power-supply-tpq1000,Antec,,Full,Antec TruePower Quattro 1000W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@30A, +12V1@25A, +12V2@25A, +12V3@25A, +12V4@25A, -12V@0.5A, +5VSB@3.0A",2,2,,TPQ-1000,[],ATX12V / EPS12V,1000 Watts,0.0,antec-power-supply-tpq1000,1000.0,2.0,0.0
&gt; 85%,80+ Silver,1,Power Supply,/product/MgW9TW/antec-power-supply-tpq1200,Antec,,Semi,Antec TruePower Quattro 1200W 80+ Silver Certified Semi-Modular ATX Power Supply,,4,4,,TPQ-1200,[],ATX12V / EPS12V,1200 Watts,0.0,antec-power-supply-tpq1200,1200.0,3.0,0.0
&gt; 85%,80+ Silver,1,Power Supply,/product/wZyFf7/antec-power-supply-tpq1200oc,Antec,,Full,Antec TruePower Quattro 1200W 80+ Silver Certified Fully-Modular ATX Power Supply,,6,6,,TPQ-1200 OC,[],ATX12V / EPS12V,1200 Watts,0.0,antec-power-supply-tpq1200oc,1200.0,3.0,0.0
&gt; 80%,,1,Power Supply,/product/CktCmG/apevia-power-supply-atxaq700wbk,Apevia,,No,Apevia 700W ATX Power Supply,"+3.3V@25A, +5V@20A, +12V1@16A, +12V2@14A, +12V3@14A, +12V4@14A, -12V@0.8A, +5VSB@2.5A",,2,,ATX-AQ700W-BK,[],ATX12V / EPS12V,700 Watts,0.0,apevia-power-supply-atxaq700wbk,700.0,,0.0
&gt; 70%,,2,Power Supply,/product/sgW9TW/apevia-power-supply-atxas500wbl,Apevia,,No,Apevia 500W ATX Power Supply,"+3.3V@28A, +5V@30A, +12V@34A, -5V@0.3A, -12V@0.8A, +5VSB@2A",,,,ATX-AS500W-BL,[],ATX12V,500 Watts,0.0,apevia-power-supply-atxas500wbl,500.0,,0.0
&gt; 70%,,3,Power Supply,/product/PNmLrH/apevia-power-supply-atxas600wbl,Apevia,,No,Apevia 600W ATX Power Supply,"+3.3V@34A, +5V@36A, +12V1@18A, +12V2@20A, -5V@0.3A, -12V@0.8A, +5VSB@2A",,2,,ATX-AS600W-BL,[],ATX12V / EPS12V,600 Watts,0.0,apevia-power-supply-atxas600wbl,600.0,,0.0
,,2,Power Supply,/product/vcK7YJ/apevia-power-supply-atxcb600w,Apevia,,No,Apevia 600W ATX Power Supply,"+3.3V@34A, +5V@36A, +12V1@18A, +12V2@20A, -5V@0.8A, -12V@0.3A, +5VSB@2.0A",,1,,ATX-CB600W,[],ATX12V,600 Watts,0.0,apevia-power-supply-atxcb600w,600.0,,0.0
20%Load=82% / 50%Load=85% / 100%Load=82%,80+ Bronze,1,Power Supply,/product/fYvRsY/inwin-power-supply-greenme550,Inwin,,No,Inwin 550W 80+ Bronze Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@25A, +12V2@25A, +12V3@25A, -12V@0.3A, +5VSB@3A",1,,,GreenMe 550,[],ATX12V / EPS12V,550 Watts,0.0,inwin-power-supply-greenme550,550.0,2.0,0.0
,80+ Silver,1,Power Supply,/product/WrkD4D/mushkin-power-supply-mknpsjl800,Mushkin,,No,Mushkin 800W 80+ Silver Certified ATX Power Supply,"+3.3V@26A, +5V@26A, +12V1@32A, +12V2@32A, -12V@0.8A, +5VSB@3.0A",4,,,MKNPSJL800,[],ATX12V / EPS12V,800 Watts,0.0,mushkin-power-supply-mknpsjl800,800.0,3.0,0.0
&gt; 65%,,1,Power Supply,/product/3ktCmG/apex-power-supply-ala350atx,Apex,,No,Apex 350W ATX Power Supply,"+3.3V@20A, +5V@12A, +12V1@10A, +12V2@13A, -12V@0.3A, +5VSB@2.5A",,,,AL-A350ATX,[],ATX12V,350 Watts,0.0,apex-power-supply-ala350atx,350.0,,0.0
90% (115VAC) / 92% (220VAC~240VAC) or Higher Typical,80+ Gold,1,Power Supply,/product/qYTrxr/evga-power-supply-220g20550y1,EVGA,SuperNOVA 550,Full,EVGA SuperNOVA G2 550W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@22A, +5V@22A, +12V@45.8A, +5VSB@3.0A, -12V@0.5A",2,1,,220-G2-0550-Y1<br/>(or) 220-G2-0550-Y3,"[88.89, 79.49, 79.99, 79.99, 86.76, 85.49, 87.99]",ATX,550 Watts,84.0857142857,evga-power-supply-220g20550y1,550.0,4.0,0.152883116883
83%,80+,1,Power Supply,/product/pntWGX/pc-power--cooling-power-supply-s75cf,PC Power &amp; Cooling,,No,PC Power & Cooling 750W 80+ Certified ATX Power Supply,"+3.3V@24A,+5V@30A,+12V@60A,-12V@0.8A,+5VSB@3.0A",2,2,,S75CF,[],ATX,750 Watts,0.0,pc-power--cooling-power-supply-s75cf,750.0,1.0,0.0
,,2,Power Supply,/product/8wQypg/compucase-power-supply-ace580ub,HEC,,No,HEC 580W ATX Power Supply,,,2,,ACE-580UB,[],ATX12V,580 Watts,0.0,compucase-power-supply-ace580ub,580.0,,0.0
,,2,Power Supply,/product/bfBv6h/compucase-power-supply-hp585d,HEC,,No,HEC 585W ATX Power Supply,,,1,,HP585D,[],ATX12V,585 Watts,0.0,compucase-power-supply-hp585d,585.0,,0.0
,,2,Power Supply,/product/zgW9TW/compucase-power-supply-xpower585oem,HEC,,No,HEC 585W ATX Power Supply,,,,,XPOWER585 OEM,[],ATX12V,585 Watts,0.0,compucase-power-supply-xpower585oem,585.0,,0.0
&gt; 70%,,1,Power Supply,/product/NFkD4D/cooler-master-power-supply-rs460pmsra3,Cooler Master,,No,Cooler Master eXtreme Power Plus 460W ATX Power Supply,"+3.3V@22A, +5V@25A, +12V1@18A, +12V2@18A, -12V@0.5A, +5VSB@2.5A",,1,,RS-460-PMSR-A3,[],ATX12V,460 Watts,0.0,cooler-master-power-supply-rs460pmsra3,460.0,,0.0
80%,,1,Power Supply,/product/cvxfrH/cooler-master-power-supply-rs700pcaae3us,Cooler Master,,No,Cooler Master eXtreme Power Plus 700W ATX Power Supply,"+3.3V@25A,+5V@25A,+12V@52A,-12V@0.5A,+5VSB@2.5A",2,,,RS700-PCAAE3-US,[],ATX12V,700 Watts,0.0,cooler-master-power-supply-rs700pcaae3us,700.0,,0.0
85%,80+ Bronze,1,Power Supply,/product/JHg323/cooler-master-power-supply-rsa00ambaj3us,Cooler Master,,Semi,Cooler Master Silent Pro M 1000W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V@80A, -12V@0.3A, +5VSB@3.0A",6,,,RSA00-AMBAJ3-US,[],ATX12V / EPS12V,1000 Watts,0.0,cooler-master-power-supply-rsa00ambaj3us,1000.0,2.0,0.0
,,1,Power Supply,/product/KgW9TW/coolmax-power-supply-cl700b,CoolMax,,No,CoolMax 700W ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@12A, -12V@0.5A, +5VSB@3A",1,1,,CL-700B,"[89.98, 94.89]",ATX12V,700 Watts,92.435,coolmax-power-supply-cl700b,700.0,,0.13205
,80+,1,Power Supply,/product/7B3RsY/coolmax-power-supply-mp550b,CoolMax,,No,CoolMax 550W 80+ Certified ATX Power Supply,"+3.3V@21A, +5V@22A, +12V1@18A, +12V2@18A, -12V@0.5A, +5VSB@2.5A",,2,,MP-550B,[],ATX12V / EPS12V,550 Watts,0.0,coolmax-power-supply-mp550b,550.0,1.0,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/VXQypg/coolmax-power-supply-zp1000b,CoolMax,,Semi,CoolMax 1000W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@28A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@3A",3,3,,ZP-1000B,[118.99],ATX12V / EPS12V,1000 Watts,118.99,coolmax-power-supply-zp1000b,1000.0,2.0,0.11899
84%,,1,Power Supply,/product/mjxfrH/coolmax-power-supply-cug700b,CoolMax,,Full,CoolMax 700W Fully-Modular ATX Power Supply,"+3.3V@28A, +5V@30A, +12V1@16A, +12V2@25A, +12V3@17A, -12V@0.5A, +5VSB@2.5A",,2,,CUG-700B,[],ATX12V,700 Watts,0.0,coolmax-power-supply-cug700b,700.0,,0.0
88-91%,80+ Gold,1,Power Supply,/product/XJLypg/silverstone-power-supply-sstst1000gevolution,Silverstone,,Semi,Silverstone Strider Gold Evolution 1000W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@83A, -12V@0.3A, +5VSB@3.5A",4,2,,SST-ST1000-G Evolution<br/>(or) SST-ST1000-G Evo,"[194.99, 199.99, 214.99, 201.99]",ATX12V / EPS12V,1000 Watts,202.99,silverstone-power-supply-sstst1000gevolution,1000.0,4.0,0.20299
84%,,1,Power Supply,/product/8ktCmG/coolmax-power-supply-cug950b,CoolMax,,Full,CoolMax 950W Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@25A, +12V4@25A, -12V@0.8A, +5VSB@6.0A",2,2,,CUG-950B,[],ATX12V / EPS12V,950 Watts,0.0,coolmax-power-supply-cug950b,950.0,,0.0
&lt; 85%,80+ Bronze,1,Power Supply,/product/XX4gXL/visiontek-power-supply-900490,VisionTek,,Semi,VisionTek 800W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@26A, +5V@26A, +12V1@32A, +12V2@32A, -12V@0.8A, +5VSB@3A",2,2,,900490,[],ATX12V,800 Watts,0.0,visiontek-power-supply-900490,800.0,2.0,0.0
&lt; 82%,80+ Bronze,1,Power Supply,/product/pdyFf7/visiontek-power-supply-900349,VisionTek,,No,VisionTek 800W 80+ Bronze Certified ATX Power Supply,"+3.3V@26A, +5V@26A, +12V1@32A, +12V2@32A, -12V@0.8A, +5VSB@3A",2,2,,900349,[],ATX12V,800 Watts,0.0,visiontek-power-supply-900349,800.0,2.0,0.0
&gt; 75%,,1,Power Supply,/product/Dyzv6h/dynapower-power-supply-dp300a,Dynapower,,No,Dynapower 300W Micro ATX Power Supply,"+3.3V@13A, +5V@13A, +12V@16A, -5V@0.5A, -12V@0.8A, +5VSB@2.0A",,,,DP-300A,[],Micro ATX,300 Watts,0.0,dynapower-power-supply-dp300a,300.0,,0.0
,80+,1,Power Supply,/product/PDH323/enermax-power-supply-elt720awtecoii,Enermax,,Full,Enermax 720W 80+ Certified Fully-Modular ATX Power Supply,,4,,,ELT720AWT-ECO_II,[],ATX12V,720 Watts,0.0,enermax-power-supply-elt720awtecoii,720.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/XB3RsY/enermax-power-supply-emg800ewt,Enermax,,Full,Enermax 800W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@30A, +12V2@30A, +12V3@30A, +12V4@30A, -12V@0.5A, +5VSB@3.0A",6,,,EMG800EWT,[],ATX12V / EPS12V,800 Watts,0.0,enermax-power-supply-emg800ewt,800.0,4.0,0.0
,80+ Gold,1,Power Supply,/product/hrg323/enermax-power-supply-epg500awt,Enermax,,No,Enermax 500W 80+ Gold Certified ATX Power Supply,,2,,,EPG500AWT,[],ATX12V,500 Watts,0.0,enermax-power-supply-epg500awt,500.0,4.0,0.0
86-93%,80+ Silver,1,Power Supply,/product/gxMFf7/enermax-power-supply-erv920ewt,Enermax,,Full,Enermax 920W 80+ Silver Certified Fully-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@35A, +12V2@35A, +12V3@35A, +12V4@35A, -12V@0.5A, +5VSB@3.0A",6,,,ERV920EWT,[],ATX12V / EPS12V,920 Watts,0.0,enermax-power-supply-erv920ewt,920.0,3.0,0.0
,,1,Power Supply,/product/qJ9KHx/enermax-power-supply-etk500awt,Enermax,,No,Enermax 500W ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@18A, +12V2@18A, -12V@0.3A, +5VSB@3.0A",,1,,ETK500AWT,[],ATX12V,500 Watts,0.0,enermax-power-supply-etk500awt,500.0,,0.0
,80+ Silver,1,Power Supply,/product/KLTmP6/evga-power-supply-100ps1200gr,EVGA,Classified SR-2,Full,EVGA 1200W 80+ Silver Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@30A, +12V1@38A, +12V2@38A, +12V3@38A, +12V4@38A, +12V5@38A, +12V6@38A, -12V@0.5A, +5VSB@6.0A",12,3,,100-PS-1200-GR,[],ATX12V / EPS12V,1200 Watts,0.0,evga-power-supply-100ps1200gr,1200.0,3.0,0.0
87-90%,80+ Gold,1,Power Supply,/product/TjV48d/silverstone-power-supply-st1000g,Silverstone,,Full,Silverstone Strider Gold 1000W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@83A, -12V@0.3A, +5VSB@3.5A",4,2,,ST1000-G,"[201.99, 230.43]",ATX12V / EPS12V,1000 Watts,216.21,silverstone-power-supply-st1000g,1000.0,4.0,0.21621
82%,80+,1,Power Supply,/product/xdQypg/ocz-power-supply-ocz700sxs2,OCZ,,No,OCZ StealthXstream II 700W 80+ Certified ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",1,1,,OCZ700SXS2,[],ATX12V / EPS12V,700 Watts,0.0,ocz-power-supply-ocz700sxs2,700.0,1.0,0.0
82%,80+,1,Power Supply,/product/rsNp99/ocz-power-supply-ocz800exs,OCZ,,No,OCZ EliteXStream 800W 80+ Certified ATX Power Supply,"+3.3V@28A, +5V@30A, +12V@62A, -12V@0.5A, +5VSB@4.0A",4,,,OCZ800EXS,[],ATX12V / EPS12V,800 Watts,0.0,ocz-power-supply-ocz800exs,800.0,1.0,0.0
&gt; 90%,80+ Gold,1,Power Supply,/product/bzckcf/ocz-power-supply-oczz850m,OCZ,,Semi,OCZ Z Series Gold 850W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@71A, -12V@0.8A, +5VSB@6.0A",4,,,OCZZ850M,[],ATX12V / EPS12V,850 Watts,0.0,ocz-power-supply-oczz850m,850.0,4.0,0.0
88%,80+ Bronze,1,Power Supply,/product/6gW9TW/raidmax-power-supply-rx1200ae,Raidmax,,Semi,Raidmax 1200W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@30A, +12V1@40A, +12V2@40A, +12V3@40A, +12V4@40A, -12V@0.5A, 5VSB@3.0A",6,,,RX-1200AE,[],ATX12V / EPS12V,1200 Watts,0.0,raidmax-power-supply-rx1200ae,1200.0,2.0,0.0
&gt; 80%,80+ Bronze,1,Power Supply,/product/TxMFf7/raidmax-power-supply-rx600af,Raidmax,,No,Raidmax 600W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@24A, +12V1@22A, +12V2@22A, -12V@0.5A, +5VSB@2.5A",1,1,,RX-600AF,[],ATX12V / EPS12V,600 Watts,0.0,raidmax-power-supply-rx600af,600.0,2.0,0.0
