Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
4,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,1 x 8MB,/product/cJrG3C/amd-cpu-fd4100wmgusbx,32.0,AMD,,,FX-4100,AMD FX-4100 3.6GHz Quad-Core OEM/Tray Processor,3.6GHz,FD4100WMGUSBX,[],AM3+,95 Watts,95.0,3600.0,0.0,0.0,4,amd-cpu-fd4100wmgusbx
4,64-bit,Yes,Yes,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/67Trxr/intel-cpu-bxc80662i76700t,14.0,Intel,3.6GHz,64GB,Core i7-6700T,Intel Core i7-6700T 2.8GHz Quad-Core Processor,2.8GHz,BXC80662I76700T,[],LGA1151,35 Watts,35.0,2800.0,3600.0,0.0,4,intel-cpu-bxc80662i76700t
18,64-bit,Yes,No,No,CPU,18 x 32KB Instruction<br/>18 x 32KB Data,18 x 256KB,1 x 45MB,/product/cPx9TW/intel-cpu-cm8064401739300,22.0,Intel,3.6GHz,,Xeon E5-2699 V3,Intel Xeon E5-2699 V3 2.3GHz 18-Core OEM/Tray Processor,2.3GHz,CM8064401739300,"[3400.0, 3760.99]",LGA2011-3,145 Watts,145.0,2300.0,3600.0,3580.495,18,intel-cpu-cm8064401739300
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/J6rcCJ/intel-cpu-bx80660e52640v4,14.0,Intel,3.4GHz,1.5TB,Xeon E5-2640 V4,Intel Xeon E5-2640 V4 2.4GHz 10-Core Processor,2.4GHz,BX80660E52640V4,"[899.99, 901.08, 919.89, 968.59, 989.99]",LGA2011-3,90 Watts,90.0,2400.0,3400.0,935.908,10,intel-cpu-bx80660e52640v4
2,64-bit,Yes,Yes,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/pf98TW/intel-cpu-bx80662i36300t,14.0,Intel,,64GB,Core i3-6300T,Intel Core i3-6300T 3.3GHz Dual-Core Processor,3.3GHz,BX80662I36300T,"[160.49, 161.71]",LGA1151,35 Watts,35.0,3300.0,0.0,161.1,2,intel-cpu-bx80662i36300t
2,64-bit,No,Yes,No,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/VXK7YJ/amd-cpu-ad340xokhjbox,32.0,AMD,,,Athlon X2 340,AMD Athlon X2 340 3.2GHz Dual-Core Processor,3.2GHz,AD340XOKHJBOX,[42.33],FM2,65 Watts,65.0,3200.0,0.0,42.33,2,amd-cpu-ad340xokhjbox
4,64-bit,No,Yes,Radeon R7 (on-die),CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/WPnG3C/amd-cpu-ad767kxbjcbox,28.0,AMD,3.9GHz,,A8-7670K,AMD A8-7670K 3.6GHz Quad-Core Processor,3.6GHz,AD767KXBJCBOX,"[115.48, 116.01]",FM2+,95 Watts,95.0,3600.0,3900.0,115.745,4,amd-cpu-ad767kxbjcbox
18,64-bit,Yes,No,No,CPU,18 x 32KB Instruction<br/>18 x 32KB Data,18 x 256KB,1 x 45MB,/product/NKp323/intel-cpu-bx80660e52697v4,14.0,Intel,3.6GHz,1.5TB,Xeon E5-2697 V4,Intel Xeon E5-2697 V4 2.3GHz 18-Core Processor,2.3GHz,BX80660E52697V4,"[2633.89, 2786.89, 2799.99, 2804.97]",LGA2011-3,145 Watts,145.0,2300.0,3600.0,2756.435,18,intel-cpu-bx80660e52697v4
4,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/F6kD4D/intel-cpu-bx80646i74771,22.0,Intel,3.9GHz,,Core i7-4771,Intel Core i7-4771 3.5GHz Quad-Core Processor,3.5GHz,BX80646I74771,"[320.0, 323.38, 332.88, 341.99]",LGA1150,84 Watts,84.0,3500.0,3900.0,329.5625,4,intel-cpu-bx80646i74771
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/8fW9TW/intel-cpu-bx80637i53550,22.0,Intel,,,Core i5-3550,Intel Core i5-3550 3.3GHz Quad-Core Processor,3.3GHz,BX80637I53550<br/>(or) BX806237I53550,[],LGA1155,77 Watts,77.0,3300.0,0.0,0.0,4,intel-cpu-bx80637i53550
2,64-bit,No,No,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/j3tWGX/intel-cpu-cm8066201927407,14.0,Intel,,64GB,Pentium G4520,Intel Pentium G4520 3.6GHz Dual-Core OEM/Tray Processor,3.6GHz,CM8066201927407,[],LGA1151,51 Watts,51.0,3600.0,0.0,0.0,2,intel-cpu-cm8066201927407
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 6MB,None,/product/X8ckcf/intel-cpu-bx80570e8200,45.0,Intel,,,Core 2 Duo E8200,Intel Core 2 Duo E8200 2.66GHz Dual-Core Processor,2.66GHz,BX80570E8200,[26.95],LGA775,65 Watts,65.0,2660.0,0.0,26.95,2,intel-cpu-bx80570e8200
2,64-bit,Yes,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/4csKHx/intel-cpu-bx80616i5660,32.0,Intel,,,Core i5-660,Intel Core i5-660 3.33GHz Dual-Core Processor,3.33GHz,BX80616I5660,[],LGA1156,73 Watts,73.0,3330.0,0.0,0.0,2,intel-cpu-bx80616i5660
4,64-bit,No,Yes,Intel HD Graphics 2000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/XtGkcf/intel-cpu-bx80623i52320,32.0,Intel,,,Core i5-2320,Intel Core i5-2320 3.0GHz Quad-Core Processor,3.0GHz,BX80623I52320,[],LGA1155,95 Watts,95.0,3000.0,0.0,0.0,4,intel-cpu-bx80623i52320
6,64-bit,No,Yes,No,CPU,6 x 16KB Instruction<br/>3 x 64KB Data,6 x 1MB,1 x 6MB,/product/PkMFf7/amd-cpu-fd6100wmgusbx,32.0,AMD,,,FX-6100,AMD FX-6100 3.3GHz 6-Core OEM/Tray Processor,3.3GHz,FD6100WMGUSBX,[],AM3+,95 Watts,95.0,3300.0,0.0,0.0,6,amd-cpu-fd6100wmgusbx
4,64-bit,Yes,Yes,Intel HD Graphics 3000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/CNCwrH/intel-cpu-bx80623i72700k,32.0,Intel,,,Core i7-2700K,Intel Core i7-2700K 3.5GHz Quad-Core Processor,3.5GHz,BX80623i72700K,[402.43],LGA1155,95 Watts,95.0,3500.0,0.0,402.43,4,intel-cpu-bx80623i72700k
4,64-bit,No,Yes,No,CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/kWGj4D/amd-cpu-ad860kxbjabox,28.0,AMD,4.0GHz,,Athlon X4 860K,AMD Athlon X4 860K 3.7GHz Quad-Core Processor,3.7GHz,AD860KXBJABOX,"[99.89, 99.99]",FM2+,95 Watts,95.0,3700.0,4000.0,99.94,4,amd-cpu-ad860kxbjabox
6,64-bit,Yes,Yes,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 12MB,/product/9psKHx/intel-cpu-bx80613i7970,32.0,Intel,,,Core i7-970,Intel Core i7-970 3.2GHz 6-Core Processor,3.2GHz,BX80613I7970,[],LGA1366,130 Watts,130.0,3200.0,0.0,0.0,6,intel-cpu-bx80613i7970
4,64-bit,No,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/WsR48d/intel-cpu-bx80646i54690s,22.0,Intel,3.9GHz,,Core i5-4690S,Intel Core i5-4690S 3.2GHz Quad-Core Processor,3.2GHz,BX80646I54690S,[219.99],LGA1150,65 Watts,65.0,3200.0,3900.0,219.99,4,intel-cpu-bx80646i54690s
4,64-bit,Yes,Yes,Intel HD Graphics P4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/J9h9TW/intel-cpu-bx80646e31246v3,22.0,Intel,3.9GHz,,Xeon E3-1246 V3,Intel Xeon E3-1246 V3 3.5GHz Quad-Core Processor,3.5GHz,BX80646E31246V3,"[279.99, 284.14, 284.14, 292.98, 289.99]",LGA1150,84 Watts,84.0,3500.0,3900.0,286.248,4,intel-cpu-bx80646e31246v3
4,64-bit,No,Yes,Iris Pro Graphics 6200,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 4MB,/product/ZDx9TW/intel-cpu-bx80658i55675c,14.0,Intel,3.6GHz,,Core i5-5675C,Intel Core i5-5675C 3.1GHz Quad-Core Processor,3.1GHz,BX80658I55675C,[289.99],LGA1150,65 Watts,65.0,3100.0,3600.0,289.99,4,intel-cpu-bx80658i55675c
2,64-bit,No,Yes,Radeon HD 7480D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/KFjG3C/amd-cpu-ad5300okhjbox,32.0,AMD,,,A4-5300,AMD A4-5300 3.4GHz Dual-Core Processor,3.4GHz,AD5300OKHJBOX,[47.93],FM2,65 Watts,65.0,3400.0,0.0,47.93,2,amd-cpu-ad5300okhjbox
4,64-bit,No,Yes,Radeon HD 7660D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,1 x 4MB,None,/product/CBCwrH/amd-cpu-ad580kwohjbox,32.0,AMD,,,A10-5800K,AMD A10-5800K 3.8GHz Quad-Core Processor,3.8GHz,AD580KWOHJBOX,[129.88],FM2,100 Watts,100.0,3800.0,0.0,129.88,4,amd-cpu-ad580kwohjbox
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/yxh9TW/amd-cpu-fd8350frw8khk,32.0,AMD,,,FX-8350,AMD FX-8350 4.0GHz 8-Core OEM/Tray Processor,4.0GHz,FD8350FRW8KHK,"[188.98, 189.89, 189.89]",AM3+,125 Watts,125.0,4000.0,0.0,189.586666667,8,amd-cpu-fd8350frw8khk
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 12MB,/product/XLZQzy/intel-cpu-bx80619i73930k,32.0,Intel,,,Core i7-3930K,Intel Core i7-3930K 3.2GHz 6-Core Processor,3.2GHz,BX80619i73930K,[],LGA2011,130 Watts,130.0,3200.0,0.0,0.0,6,intel-cpu-bx80619i73930k
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/2xFXsY/intel-cpu-bx80644e52650v3,22.0,Intel,300MHz,,Xeon E5-2650 V3,Intel Xeon E5-2650 V3 2.3GHz 10-Core Processor,2.3GHz,BX80644E52650V3,"[1149.57, 1158.0, 1199.99]",LGA2011-3,105 Watts,105.0,2300.0,300.0,1169.18666667,10,intel-cpu-bx80644e52650v3
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/fMkD4D/intel-cpu-bx80619i73960x,32.0,Intel,,,Core i7 Extreme i7-3960X,Intel Core i7-3960X Extreme Edition 3.3GHz 6-Core Processor,3.3GHz,BX80619i73960X,[1081.77],LGA2011,130 Watts,130.0,3300.0,0.0,1081.77,6,intel-cpu-bx80619i73960x
4,64-bit,No,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/gx648d/intel-cpu-bx80662i56600k,14.0,Intel,3.9GHz,,Core i5-6600K,Intel Core i5-6600K 3.5GHz Quad-Core Processor,3.5GHz,BX80662I56600K,"[229.99, 235.99, 238.89, 239.88, 239.99, 249.99, 254.99, 249.0]",LGA1151,91 Watts,91.0,3500.0,3900.0,242.34,4,intel-cpu-bx80662i56600k
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/pGrG3C/amd-cpu-fd9590fhhkwof,32.0,AMD,5.0GHz,,FX-9590,AMD FX-9590 4.7GHz 8-Core OEM/Tray Processor,4.7GHz,FD9590FHHKWOF,"[197.99, 199.99, 206.89, 199.99, 229.99, 234.97, 239.99]",AM3+,220 Watts,220.0,4700.0,5000.0,215.687142857,8,amd-cpu-fd9590fhhkwof
2,64-bit,No,No,Intel HD Graphics 510,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/Zk648d/intel-cpu-cm8066201927306,14.0,Intel,,64GB,Pentium G4400,Intel Pentium G4400 3.3GHz Dual-Core OEM/Tray Processor,3.3GHz,CM8066201927306,"[72.99, 77.24, 99.51]",LGA1151,54 Watts,54.0,3300.0,0.0,83.2466666667,2,intel-cpu-cm8066201927306
6,64-bit,No,Yes,No,CPU,6 x 64KB Instruction<br/>6 x 64KB Data,6 x 512KB,1 x 6MB,/product/MkZQzy/amd-cpu-hdt90zfbgrbox,45.0,AMD,,,Phenom II X6 1090T Black,AMD Phenom II X6 1090T Black 3.2GHz 6-Core Processor,3.2GHz,HDT90ZFBGRBOX,[],AM3,125 Watts,125.0,3200.0,0.0,0.0,6,amd-cpu-hdt90zfbgrbox
4,64-bit,No,No,No,CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/BYcMnQ/amd-cpu-ad840xybi44ja,28.0,AMD,3.8GHz,,Athlon X4 840,AMD Athlon X4 840 3.1GHz Quad-Core OEM/Tray Processor,3.1GHz,AD840XYBI44JA,[],FM2+,65 Watts,65.0,3100.0,3800.0,0.0,4,amd-cpu-ad840xybi44ja
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/Jcw323/intel-cpu-bx80637i53330,22.0,Intel,,,Core i5-3330,Intel Core i5-3330 3.0GHz Quad-Core Processor,3.0GHz,BX80637i53330,[],LGA1155,77 Watts,77.0,3000.0,0.0,0.0,4,intel-cpu-bx80637i53330
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/zDcMnQ/intel-cpu-bx80662e31240v5,14.0,Intel,3.9GHz,64GB,Xeon E3-1240 V5,Intel Xeon E3-1240 V5 3.5GHz Quad-Core Processor,3.5GHz,BX80662E31240V5,"[272.99, 287.99, 280.74, 293.99]",LGA1151,80 Watts,80.0,3500.0,3900.0,283.9275,4,intel-cpu-bx80662e31240v5
2,64-bit,Yes,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/BDg323/intel-cpu-bx80616i3550,32.0,Intel,,,Core i3-550,Intel Core i3-550 3.2GHz Dual-Core Processor,3.2GHz,BX80616I3550,[158.5],LGA1156,73 Watts,73.0,3200.0,0.0,158.5,2,intel-cpu-bx80616i3550
6,64-bit,Yes,Yes,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 12MB,/product/k2DwrH/intel-cpu-bx80613i7980x,32.0,Intel,,,Core i7 Extreme i7-980X,Intel Core i7-980X Extreme Edition 3.33GHz 6-Core Processor,3.33GHz,BX80613I7980X,[949.0],LGA1366,130 Watts,130.0,3330.0,0.0,949.0,6,intel-cpu-bx80613i7980x
4,64-bit,No,Yes,Intel HD Graphics 2500,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/r86BD3/intel-cpu-bx80637i53340,22.0,Intel,3.3GHz,,Core i5-3340,Intel Core i5-3340 3.1GHz Quad-Core Processor,3.1GHz,BX80637I53340,"[182.0, 265.0]",LGA1155,77 Watts,77.0,3100.0,3300.0,223.5,4,intel-cpu-bx80637i53340
14,64-bit,Yes,No,No,CPU,14 x 32KB Instruction<br/>14 x 32KB Data,14 x 256KB,1 x 35MB,/product/ZcCrxr/intel-cpu-bx80644e52697v3,22.0,Intel,3.6GHz,,Xeon E5-2697 V3,Intel Xeon E5-2697 V3 2.6GHz 14-Core Processor,2.6GHz,BX80644E52697V3,"[2768.68, 2769.99]",LGA2011-3,145 Watts,145.0,2600.0,3600.0,2769.335,14,intel-cpu-bx80644e52697v3
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/WqYXsY/intel-cpu-cm8064801548435,22.0,Intel,3.6GHz,64GB,Core i7-5820K,Intel Core i7-5820K 3.3GHz 6-Core OEM/Tray Processor,3.3GHz,CM8064801548435,[454.7],LGA2011-3,140 Watts,140.0,3300.0,3600.0,454.7,6,intel-cpu-cm8064801548435
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/fKCwrH/intel-cpu-bx80646g3258,22.0,Intel,,,Pentium G3258,Intel Pentium G3258 3.2GHz Dual-Core Processor,3.2GHz,BX80646G3258,"[66.99, 66.99, 69.88, 74.98, 66.99, 74.99]",LGA1150,53 Watts,53.0,3200.0,0.0,70.1366666667,2,intel-cpu-bx80646g3258
2,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/qMLypg/intel-cpu-bx80646i34330,22.0,Intel,,,Core i3-4330,Intel Core i3-4330 3.5GHz Dual-Core Processor,3.5GHz,BX80646I34330,[299.89],LGA1150,54 Watts,54.0,3500.0,0.0,299.89,2,intel-cpu-bx80646i34330
16,64-bit,Yes,No,No,CPU,16 x 32KB Instruction<br/>16 x 32KB Data,16 x 256KB,1 x 40MB,/product/T6rcCJ/intel-cpu-bx80660e52683v4,14.0,Intel,3.0GHz,1.5TB,Xeon E5-2683 V4,Intel Xeon E5-2683 V4 2.1GHz 16-Core Processor,2.1GHz,BX80660E52683V4,"[1867.95, 1926.09]",LGA2011-3,120 Watts,120.0,2100.0,3000.0,1897.02,16,intel-cpu-bx80660e52683v4
2,64-bit,No,No,Radeon R7 (on-die),CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/JJsKHx/amd-cpu-ad4020okhlbox,32.0,AMD,3.4GHz,,A4-4020,AMD A4-4020 3.2GHz Dual-Core Processor,3.2GHz,AD4020OKHLBOX,[],FM2,65 Watts,65.0,3200.0,3400.0,0.0,2,amd-cpu-ad4020okhlbox
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/vZTmP6/amd-cpu-adx240ock23gq,45.0,AMD,,,Athlon II X2 240,AMD Athlon II X2 240 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,ADX240OCK23GQ,[24.95],AM3/AM2+,65 Watts,65.0,2800.0,0.0,24.95,2,amd-cpu-adx240ock23gq
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/gvGkcf/intel-cpu-bx80569q9650,45.0,Intel,,,Core 2 Quad Q9650,Intel Core 2 Quad Q9650 3.0GHz Quad-Core Processor,3.0GHz,BX80569Q9650,[269.95],LGA775,95 Watts,95.0,3000.0,0.0,269.95,4,intel-cpu-bx80569q9650
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,2 x 8MB,/product/zL3RsY/amd-cpu-os6320wkt8ghkwof,32.0,AMD,3.3GHz,,Opteron 6320,AMD Opteron 6320 2.8GHz 8-Core Processor,2.8GHz,OS6320WKT8GHKWOF,"[278.99, 291.95, 291.95, 299.99, 299.99, 329.99]",G34,115 Watts,115.0,2800.0,3300.0,298.81,8,amd-cpu-os6320wkt8ghkwof
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/Ms7wrH/intel-cpu-bx80571e7300,45.0,Intel,,,Core 2 Duo E7300,Intel Core 2 Duo E7300 2.66GHz Dual-Core Processor,2.66GHz,BX80571E7300,[29.0],LGA775,65 Watts,65.0,2660.0,0.0,29.0,2,intel-cpu-bx80571e7300
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/sTfp99/intel-cpu-at80571ph0773m,45.0,Intel,,,Core 2 Duo E7500,Intel Core 2 Duo E7500 2.93GHz Dual-Core OEM/Tray Processor,2.93GHz,AT80571PH0773M,[],LGA775,65 Watts,65.0,2930.0,0.0,0.0,2,intel-cpu-at80571ph0773m
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/9QzZxr/intel-cpu-cm8063501288100,22.0,Intel,3.1GHz,,Xeon E5-2630 V2,Intel Xeon E5-2630 V2 2.6GHz 6-Core OEM/Tray Processor,2.6GHz,CM8063501288100,[558.99],LGA2011,80 Watts,80.0,2600.0,3100.0,558.99,6,intel-cpu-cm8063501288100
4,64-bit,No,Yes,Intel HD Graphics 2000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 256KB,1 x 6MB,/product/WRPfrH/intel-cpu-bx80623i52300,32.0,Intel,,,Core i5-2300,Intel Core i5-2300 2.8GHz Quad-Core Processor,2.8GHz,BX80623I52300,[189.99],LGA1155,95 Watts,95.0,2800.0,0.0,189.99,4,intel-cpu-bx80623i52300
4,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,1 x 4MB,/product/Jbbp99/amd-cpu-fd4300wmhkbox,32.0,AMD,,,FX-4300,AMD FX-4300 3.8GHz Quad-Core Processor,3.8GHz,FD4300WMHKBOX,"[76.88, 76.99, 77.8, 79.99, 84.44]",AM3+,95 Watts,95.0,3800.0,0.0,79.22,4,amd-cpu-fd4300wmhkbox
4,64-bit,No,Yes,Radeon HD 7660D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,1 x 4MB,None,/product/DrK7YJ/amd-cpu-ad5700okhjbox,32.0,AMD,,,A10-5700,AMD A10-5700 3.4GHz Quad-Core Processor,3.4GHz,AD5700OKHJBOX,[],FM2,65 Watts,65.0,3400.0,0.0,0.0,4,amd-cpu-ad5700okhjbox
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/73K7YJ/intel-cpu-bx80637g2030,22.0,Intel,,,Pentium G2030,Intel Pentium G2030 3.0GHz Dual-Core Processor,3.0GHz,BX80637G2030,[],LGA1155,55 Watts,55.0,3000.0,0.0,0.0,2,intel-cpu-bx80637g2030
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/NscMnQ/amd-cpu-fd832ewmw8khk,32.0,AMD,4.0GHz,,FX-8320E,AMD FX-8320E 3.2GHz 8-Core OEM/Tray Processor,3.2GHz,FD832EWMW8KHK,[],AM3+,95 Watts,95.0,3200.0,4000.0,0.0,8,amd-cpu-fd832ewmw8khk
6,64-bit,Yes,Yes,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 12MB,/product/P2ckcf/intel-cpu-bx80613i7990x,32.0,Intel,,,Core i7 Extreme i7-990X,Intel Core i7-990X Extreme Edition 3.47GHz 6-Core Processor,3.47GHz,BX80613I7990X,[890.64],LGA1366,130 Watts,130.0,3470.0,0.0,890.64,6,intel-cpu-bx80613i7990x
4,64-bit,No,Yes,Radeon R7 (on-die),CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/K72kcf/amd-cpu-ad770kxbi44ja,28.0,AMD,3.8GHz,,A10-7700K,AMD A10-7700K 3.4GHz Quad-Core OEM/Tray Processor,3.4GHz,AD770KXBI44JA,[],FM2+,95 Watts,95.0,3400.0,3800.0,0.0,4,amd-cpu-ad770kxbi44ja
6,64-bit,No,No,No,CPU,3 x 64KB Instruction<br/>6 x 16KB Data,3 x 2MB,1 x 8MB,/product/L72kcf/amd-cpu-fd6120wmw6kgu,32.0,AMD,4.1GHz,,FX-6120,AMD FX-6120 3.5GHz 6-Core OEM/Tray Processor,3.5GHz,FD6120WMW6KGU,[],AM3+,95 Watts,95.0,3500.0,4100.0,0.0,6,amd-cpu-fd6120wmw6kgu
8,64-bit,No,Yes,No,CPU,8 x 16KB Instruction<br/>4 x 64KB Data,8 x 1MB,1 x 8MB,/product/xG8Zxr/amd-cpu-fd8150frgubox,32.0,AMD,,,FX-8150,AMD FX-8150 3.6GHz 8-Core Processor,3.6GHz,FD8150FRGUBOX,[],AM3+,125 Watts,125.0,3600.0,0.0,0.0,8,amd-cpu-fd8150frgubox
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/gr9KHx/intel-cpu-cm8063501291808,22.0,Intel,4.0GHz,,Xeon E5-1660 V2,Intel Xeon E5-1660 V2 3.7GHz 6-Core OEM/Tray Processor,3.7GHz,CM8063501291808,[],LGA2011,130 Watts,130.0,3700.0,4000.0,0.0,6,intel-cpu-cm8063501291808
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/bD6BD3/amd-cpu-fd9590fhw8khk,32.0,AMD,5.0GHz,,FX-9590,AMD FX-9590 4.7GHz 8-Core OEM/Tray Processor,4.7GHz,FD9590FHW8KHK,[],AM3+,220 Watts,220.0,4700.0,5000.0,0.0,8,amd-cpu-fd9590fhw8khk
8,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/WCfp99/amd-cpu-fd9370fhw8khk,32.0,AMD,4.7GHz,,FX-9370,AMD FX-9370 4.4GHz 8-Core OEM/Tray Processor,4.4GHz,FD9370FHW8KHK,[],AM3+,220 Watts,220.0,4400.0,4700.0,0.0,8,amd-cpu-fd9370fhw8khk
