Cache,Capacity,Form Factor,GB/$1.00,Hybrid SSD Cache,Interface,Kind,Link,Manufacturer,Model,NAND Flash Type,Name,Part #,Power Loss Protection,Price/GB,Prices,RPM,SSD Controller,avg,short_link,storage_gb,rpm,is_ssd,ppgb,form_factor
N/A,240GB,"2.5""",1.17,,SATA 6 Gb/s,Storage,/product/Z2yFf7/corsair-internal-hard-drive-cssdf240gbgtbk,Corsair,,MLC (synchronous),"Corsair Force Series GT 240GB 2.5"" Solid State Drive",CSSD-F240GBGT-BK,,$0.85,"[204.99, 210.1]",,Varies,207.545,corsair-internal-hard-drive-cssdf240gbgtbk,240.0,0.0,Yes,0.85,"2.5"""
N/A,800GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/nNnG3C/samsung-internal-hard-drive-mz7wd800ew,Samsung,,TLC (toggle),"Samsung 845DC PRO 800GB 2.5"" Solid State Drive",MZ-7WD800EW,,,[],,,0.0,samsung-internal-hard-drive-mz7wd800ew,800.0,0.0,Yes,0.0,"2.5"""
64MB,3TB,"3.5""",31.25,,SATA 6 Gb/s,Storage,/product/7PR48d/seagate-internal-hard-drive-st3000vm002,Seagate,,,"Seagate 3TB 3.5"" 5900RPM Internal Hard Drive",ST3000VM002,,$0.032,"[95.99, 100.99, 128.99]",5900,,108.656666667,seagate-internal-hard-drive-st3000vm002,3000.0,5900.0,No,0.032,"3.5"""
N/A,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/bTLypg/crucial-internal-hard-drive-ct128m4ssd1,Crucial,,MLC (synchronous),"Crucial M4 128GB 2.5"" Solid State Drive",CT128M4SSD1,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ct128m4ssd1,128.0,0.0,Yes,0.0,"2.5"""
32MB,1TB,"3.5""",4.54,,SATA 3 Gb/s,Storage,/product/96W9TW/seagate-internal-hard-drive-st1000dl002,Seagate,,,"Seagate Barracuda Green 1TB 3.5"" 5900RPM Internal Hard Drive",ST1000DL002,,$0.22,[220.09],5900,,220.09,seagate-internal-hard-drive-st1000dl002,1000.0,5900.0,No,0.22,"3.5"""
16MB,500GB,"3.5""",6.55,,SATA 6 Gb/s,Storage,/product/t6W9TW/seagate-internal-hard-drive-st3500413as,Seagate,,,"Seagate Barracuda 500GB 3.5"" 7200RPM Internal Hard Drive",ST3500413AS,,$0.15,[76.39],7200,,76.39,seagate-internal-hard-drive-st3500413as,500.0,7200.0,No,0.15,"3.5"""
64MB,2TB,"3.5""",,,SAS 6 Gb/s,Storage,/product/6fQypg/toshiba-internal-hard-drive-hdd3b03,Toshiba,,,"Toshiba 2TB 3.5"" 7200RPM Internal Hard Drive",HDD3B03,,,[],7200,,0.0,toshiba-internal-hard-drive-hdd3b03,2000.0,7200.0,No,0.0,"3.5"""
N/A,64GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/frNp99/samsung-internal-hard-drive-mz7pd064bw,Samsung,,MLC (toggle),"Samsung 840 Pro Series 64GB 2.5"" Solid State Drive",MZ-7PD064BW,,,[],,Samsung MDX,0.0,samsung-internal-hard-drive-mz7pd064bw,64.0,0.0,Yes,0.0,"2.5"""
8MB,250GB,"2.5""",4.89,,SATA 3 Gb/s,Storage,/product/93JwrH/western-digital-internal-hard-drive-wd2500bevt,Western Digital,,,"Western Digital Scorpio Blue 250GB 2.5"" 5400RPM Internal Hard Drive",WD2500BEVT,,$0.20,[42.99],5400,,42.99,western-digital-internal-hard-drive-wd2500bevt,250.0,5400.0,No,0.2,"2.5"""
256MB,128GB,"2.5""",1.01,,SATA 6 Gb/s,Storage,/product/h94gXL/plextor-internal-hard-drive-px128m5pro,Plextor,,MLC (toggle),"Plextor M5P Series 128GB 2.5"" Solid State Drive",PX-128M5Pro,,$0.99,[118.47],,Marvell 9187,118.47,plextor-internal-hard-drive-px128m5pro,128.0,0.0,Yes,0.99,"2.5"""
64MB,1TB,"3.5""",9.80,,SATA 6 Gb/s,Storage,/product/kFR48d/toshiba-internal-hard-drive-mg03sca100,Toshiba,,,"Toshiba Product Series:MG03SCA 1TB 3.5"" 7200RPM Internal Hard Drive",MG03SCA100,,$0.10,[101.99],7200,,101.99,toshiba-internal-hard-drive-mg03sca100,1000.0,7200.0,No,0.1,"3.5"""
64MB,3TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/pmtCmG/western-digital-internal-hard-drive-wd30ezrs,Western Digital,,,"Western Digital Caviar Green 3TB 3.5"" 5400RPM Internal Hard Drive",WD30EZRS,,,[],5400,,0.0,western-digital-internal-hard-drive-wd30ezrs,3000.0,5400.0,No,0.0,"3.5"""
8MB,1TB,"2.5""",17.55,,SATA 3 Gb/s,Storage,/product/xXbkcf/toshiba-internal-hard-drive-hdwj110xzsta,Toshiba,,,"Toshiba 1TB 2.5"" 5400RPM Internal Hard Drive",HDWJ110XZSTA,,$0.057,"[56.99, 61.81, 89.99]",5400,,69.5966666667,toshiba-internal-hard-drive-hdwj110xzsta,1000.0,5400.0,No,0.057,"2.5"""
N/A,400GB,PCI-E,0.87,,PCI-Express x4,Storage,/product/8HNypg/intel-internal-hard-drive-ssdpedmw400g401,Intel,,,Intel 750 Series 400GB PCI-E Solid State Drive,SSDPEDMW400G401,,$1.15,[458.82],,,458.82,intel-internal-hard-drive-ssdpedmw400g401,400.0,0.0,Yes,1.15,PCI-E
32MB,750GB,"2.5""",4.68,7.8GB,SATA 6 Gb/s,Storage,/product/hWphP6/seagate-internal-hard-drive-stbd750100,Seagate,,,"Seagate Momentus XT 750GB 2.5"" 7200RPM Hybrid Internal Hard Drive",STBD750100,,$0.21,[145.0],7200,,145.0,seagate-internal-hard-drive-stbd750100,750.0,7200.0,No,0.21,"2.5"""
64MB,6TB,"3.5""",15.04,,SATA 6 Gb/s,Storage,/product/LnW9TW/hitachi-internal-hard-drive-0f18335,Hitachi,,,"Hitachi 6TB 3.5"" 7200RPM Internal Hard Drive",0F18335,,$0.066,[398.95],7200,,398.95,hitachi-internal-hard-drive-0f18335,6000.0,7200.0,No,0.066,"3.5"""
N/A,400GB,PCI-E,1.39,,PCI-Express x8,Storage,/product/g3PfrH/intel-internal-hard-drive-ssdpedox400g301,Intel,,MLC (synchronous),Intel 910 Series Ramsdale 400GB PCI-E Solid State Drive,SSDPEDOX400G301,,$0.72,[279.88],,Intel EW29AA31AA1,279.88,intel-internal-hard-drive-ssdpedox400g301,400.0,0.0,Yes,0.72,PCI-E
128MB,8TB,"3.5""",18.61,,SAS 6 Gb/s,Storage,/product/QxFXsY/hitachi-internal-hard-drive-huh728080ale600,Hitachi,,,"Hitachi Ultrastar He8 8TB 3.5"" 7200RPM Internal Hard Drive",HUH728080ALE600,,$0.054,"[429.89, 437.5, 525.99]",7200,,464.46,hitachi-internal-hard-drive-huh728080ale600,8000.0,7200.0,No,0.054,"3.5"""
N/A,500GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/Cmw323/samsung-internal-hard-drive-mz7td500kw,Samsung,,TLC (toggle),"Samsung 840 Series 500GB 2.5"" Solid State Drive",MZ-7TD500KW,,,[],,Samsung MDX,0.0,samsung-internal-hard-drive-mz7td500kw,500.0,0.0,Yes,0.0,"2.5"""
256MB,120GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/BWbkcf/patriot-internal-hard-drive-pbt120gs25ssdbk,Patriot,,,"Patriot Blast 120GB 2.5"" Solid State Drive",PBT120GS25SSDBK,,,[],,,0.0,patriot-internal-hard-drive-pbt120gs25ssdbk,120.0,0.0,Yes,0.0,"2.5"""
16MB,300GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/nbYXsY/western-digital-internal-hard-drive-wd3000blfs,Western Digital,,,"Western Digital VelociRaptor 300GB 2.5"" 10000RPM Internal Hard Drive",WD3000BLFS,,,[],10000,,0.0,western-digital-internal-hard-drive-wd3000blfs,300.0,10000.0,No,0.0,"2.5"""
32MB,1TB,"3.5""",10.90,,SATA 3 Gb/s,Storage,/product/Mqfp99/samsung-internal-hard-drive-hd103uj,Samsung,,,"Samsung Spinpoint F1 DT 1TB 3.5"" 7200RPM Internal Hard Drive",HD103UJ,,$0.092,"[91.75, 119.48]",7200,,105.615,samsung-internal-hard-drive-hd103uj,1000.0,7200.0,No,0.092,"3.5"""
32MB,750GB,"3.5""",11.39,,SATA 3 Gb/s,Storage,/product/C8Bv6h/seagate-internal-hard-drive-st3750330ns,Seagate,,,"Seagate Barracuda ES 750GB 3.5"" 7200RPM Internal Hard Drive",ST3750330NS,,$0.088,[56.99],7200,,56.99,seagate-internal-hard-drive-st3750330ns,750.0,7200.0,No,0.088,"3.5"""
N/A,256GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/LCTmP6/sandisk-internal-hard-drive-sdssdp256gg25,Sandisk,,MLC (asynchronous),"Sandisk Solid State Drive 256GB 2.5"" Solid State Drive",SDSSDP-256G-G25,,,[],,Sandforce SF-2281,0.0,sandisk-internal-hard-drive-sdssdp256gg25,256.0,0.0,Yes,0.0,"2.5"""
64MB,1TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/8nL7YJ/toshiba-internal-hard-drive-hdwa110xzsta,Toshiba,,,"Toshiba 1TB 3.5"" 5700RPM Internal Hard Drive",HDWA110XZSTA,,,[],5700,,0.0,toshiba-internal-hard-drive-hdwa110xzsta,1000.0,5700.0,No,0.0,"3.5"""
8MB,320GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/BY3RsY/western-digital-internal-hard-drive-wd3200lpvx,Western Digital,,,"Western Digital WD Blue 320GB 2.5"" 5400RPM Internal Hard Drive",WD3200LPVX,,,[],5400,,0.0,western-digital-internal-hard-drive-wd3200lpvx,320.0,5400.0,No,0.0,"2.5"""
256MB,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/6x648d/patriot-internal-hard-drive-pbt240gs25ssdbk,Patriot,,,"Patriot Blast 240GB 2.5"" Solid State Drive",PBT240GS25SSDBK,,,[],,,0.0,patriot-internal-hard-drive-pbt240gs25ssdbk,240.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",1.56,,SATA 6 Gb/s,Storage,/product/mRfp99/sandisk-internal-hard-drive-sd7ub3q128g1122,Sandisk,,MLC,"Sandisk X300S 128GB 2.5"" Solid State Drive",SD7UB3Q-128G-1122,,$0.64,"[74.28, 119.99]",,,97.135,sandisk-internal-hard-drive-sd7ub3q128g1122,128.0,0.0,Yes,0.64,"2.5"""
8MB,80GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/Xgfp99/samsung-internal-hard-drive-hd083gj,Samsung,,,"Samsung Spinpoint F1 DT 80GB 3.5"" 7200RPM Internal Hard Drive",HD083GJ,,,[],7200,,0.0,samsung-internal-hard-drive-hd083gj,80.0,7200.0,No,0.0,"3.5"""
N/A,120GB,"2.5""",0.80,,SATA 6 Gb/s,Storage,/product/NyCwrH/corsair-internal-hard-drive-cssdf120gb3abk,Corsair,,MLC (asynchronous),"Corsair Force Series 3 120GB 2.5"" Solid State Drive",CSSD-F120GB3A-BK,,$1.25,[149.99],,Sandforce SF-2281,149.99,corsair-internal-hard-drive-cssdf120gb3abk,120.0,0.0,Yes,1.25,"2.5"""
8MB,500GB,"2.5""",8.72,,SATA 3 Gb/s,Storage,/product/8MBv6h/hitachi-internal-hard-drive-0j11285,Hitachi,,,"Hitachi Travelstar Z5K500 500GB 2.5"" 5400RPM Internal Hard Drive",0J11285,,$0.11,[49.0],5400,,49.0,hitachi-internal-hard-drive-0j11285,500.0,5400.0,No,0.11,"2.5"""
512MB,512GB,"2.5""",0.70,,SATA 6 Gb/s,Storage,/product/gHH323/plextor-internal-hard-drive-px512m3p,Plextor,,MLC (toggle),"Plextor M3 Pro Series 512GB 2.5"" Solid State Drive",PX-512M3P,,$1.42,[729.49],,Marvell 9174,729.49,plextor-internal-hard-drive-px512m3p,512.0,0.0,Yes,1.42,"2.5"""
64MB,2TB,"3.5""",9.85,,SATA 6 Gb/s,Storage,/product/KDW9TW/seagate-internal-hard-drive-st2000nm0011,Seagate,,,"Seagate Constellation ES 2TB 3.5"" 7200RPM Internal Hard Drive",ST2000NM0011,,$0.10,[199.99],7200,,199.99,seagate-internal-hard-drive-st2000nm0011,2000.0,7200.0,No,0.1,"3.5"""
64MB,640GB,"3.5""",8.56,,SATA 6 Gb/s,Storage,/product/bjV48d/western-digital-internal-hard-drive-wd6402aaex,Western Digital,,,"Western Digital Caviar Black 640GB 3.5"" 7200RPM Internal Hard Drive",WD6402AAEX,,$0.12,[74.73],7200,,74.73,western-digital-internal-hard-drive-wd6402aaex,640.0,7200.0,No,0.12,"3.5"""
N/A,512GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/6MVBD3/biwin-512gb-25-solid-state-drive-cse25a00001-512,Biwin,,,"Biwin 512GB 2.5"" Solid State Drive",CSE25A00001-512,,,[],,,0.0,biwin-512gb-25-solid-state-drive-cse25a00001-512,512.0,0.0,Yes,0.0,"2.5"""
16MB,1TB,"3.5""",,,SAS 6 Gb/s,Storage,/product/WsDwrH/toshiba-internal-hard-drive-hdd3a02,Toshiba,,,"Toshiba 1TB 3.5"" 7200RPM Internal Hard Drive",HDD3A02,,,[],7200,,0.0,toshiba-internal-hard-drive-hdd3a02,1000.0,7200.0,No,0.0,"3.5"""
32MB,500GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/DBR48d/hitachi-internal-hard-drive-hua721050kla330,Hitachi,A7K1000-500,,"Hitachi Ultrastar 500GB 3.5"" 7200RPM Internal Hard Drive",HUA721050KLA330,,,[],7200,,0.0,hitachi-internal-hard-drive-hua721050kla330,500.0,7200.0,No,0.0,"3.5"""
8MB,160GB,"3.5""",0.69,,SATA 3 Gb/s,Storage,/product/KYZQzy/hitachi-internal-hard-drive-hdt721016sla380,Hitachi,7K1000.B,,"Hitachi Deskstar 160GB 3.5"" 7200RPM Internal Hard Drive",HDT721016SLA380,,$1.45,[224.0],7200,,224.0,hitachi-internal-hard-drive-hdt721016sla380,160.0,7200.0,No,1.45,"3.5"""
32MB,1TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/9fLypg/hitachi-internal-hard-drive-hds721010kla330,Hitachi,7K1000,,"Hitachi Deskstar 1TB 3.5"" 7200RPM Internal Hard Drive",HDS721010KLA330,,,[],7200,,0.0,hitachi-internal-hard-drive-hds721010kla330,1000.0,7200.0,No,0.0,"3.5"""
32MB,1TB,"3.5""",11.30,,SATA 3 Gb/s,Storage,/product/FBR48d/samsung-internal-hard-drive-hd103sj,Samsung,,,"Samsung Spinpoint F3 1TB 3.5"" 7200RPM Internal Hard Drive",HD103SJ,,$0.088,[88.46],7200,,88.46,samsung-internal-hard-drive-hd103sj,1000.0,7200.0,No,0.088,"3.5"""
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/k6JwrH/pny-internal-hard-drive-ssd9sc480gmdarb,PNY,,MLC (synchronous),"PNY XLR8 480GB 2.5"" Solid State Drive",SSD9SC480GMDA-RB,,,[],,Sandforce SF-2281,0.0,pny-internal-hard-drive-ssd9sc480gmdarb,480.0,0.0,Yes,0.0,"2.5"""
256MB,120GB,"2.5""",1.33,,SATA 6 Gb/s,Storage,/product/Jxn2FT/corsair-internal-hard-drive-cssdf120gbls,Corsair,,MLC (toggle),"Corsair Force LS 120GB 2.5"" Solid State Drive",CSSD-F120GBLS,,$0.75,[89.99],,Phison PS-3108,89.99,corsair-internal-hard-drive-cssdf120gbls,120.0,0.0,Yes,0.75,"2.5"""
128MB,3TB,"3.5""",17.75,,SATA 6 Gb/s,Storage,/product/bgs8TW/seagate-internal-hard-drive-st3000vn0001,Seagate,,,"Seagate Enterprise NAS 3TB 3.5"" 7200RPM Internal Hard Drive",ST3000VN0001,,$0.056,"[168.99, 189.95, 190.4, 192.41]",7200,,185.4375,seagate-internal-hard-drive-st3000vn0001,3000.0,7200.0,No,0.056,"3.5"""
128MB,8TB,"3.5""",13.51,,SAS 12 Gb/s,Storage,/product/d3Crxr/hitachi-internal-hard-drive-0f23657,Hitachi,,,"Hitachi Ultrastar He8 8TB 3.5"" 7200RPM Internal Hard Drive",0F23657,,$0.074,"[592.04, 669.99]",7200,,631.015,hitachi-internal-hard-drive-0f23657,8000.0,7200.0,No,0.074,"3.5"""
N/A,120GB,"2.5""",1.75,,SATA 6 Gb/s,Storage,/product/28KhP6/owc-internal-hard-drive-owcssd7e6g120,OWC,,,"OWC Mercury Electra 120GB 2.5"" Solid State Drive",OWCSSD7E6G120,,$0.57,"[68.75, 67.5]",,,68.125,owc-internal-hard-drive-owcssd7e6g120,120.0,0.0,Yes,0.57,"2.5"""
64MB,500GB,"3.5""",,,SATA 6 Gb/s,Storage,/product/W3TmP6/seagate-internal-hard-drive-st500nm0011,Seagate,,,"Seagate Constellation ES 500GB 3.5"" 7200RPM Internal Hard Drive",ST500NM0011,,,[],7200,,0.0,seagate-internal-hard-drive-st500nm0011,500.0,7200.0,No,0.0,"3.5"""
16MB,320GB,"3.5""",2.16,,SATA 3 Gb/s,Storage,/product/syNp99/samsung-internal-hard-drive-hd322hj,Samsung,,,"Samsung Spinpoint F1 DT 320GB 3.5"" 7200RPM Internal Hard Drive",HD322HJ,,$0.46,[139.96],7200,,139.96,samsung-internal-hard-drive-hd322hj,320.0,7200.0,No,0.46,"3.5"""
512MB,240GB,"2.5""",1.55,,SATA 6 Gb/s,Storage,/product/dC3RsY/corsair-internal-hard-drive-cssdf240gbls,Corsair,,MLC (toggle),"Corsair Force LS 240GB 2.5"" Solid State Drive",CSSD-F240GBLS,,$0.65,[154.99],,Phison PS-3108,154.99,corsair-internal-hard-drive-cssdf240gbls,240.0,0.0,Yes,0.65,"2.5"""
8MB,640GB,"2.5""",11.18,,SATA 3 Gb/s,Storage,/product/W2DwrH/samsung-internal-hard-drive-hm641ji,Samsung,,,"Samsung Spinpoint M7E 640GB 2.5"" 5400RPM Internal Hard Drive",HM641JI,,$0.089,[49.0],5400,,49.0,samsung-internal-hard-drive-hm641ji,640.0,5400.0,No,0.089,"2.5"""
16MB,500GB,"2.5""",8.20,,SATA 3 Gb/s,Storage,/product/Dgg323/hitachi-internal-hard-drive-0j12281,Hitachi,,,"Hitachi Travelstar 7K750 500GB 2.5"" 7200RPM Internal Hard Drive",0J12281,,$0.12,[59.0],7200,,59.0,hitachi-internal-hard-drive-0j12281,500.0,7200.0,No,0.12,"2.5"""
8MB,250GB,"2.5""",2.94,,SATA 3 Gb/s,Storage,/product/tNMFf7/hitachi-internal-hard-drive-0a57912,Hitachi,,,"Hitachi Travelstar 5K500.B 250GB 2.5"" 5400RPM Internal Hard Drive",0A57912,,$0.34,[78.0],5400,,78.0,hitachi-internal-hard-drive-0a57912,250.0,5400.0,No,0.34,"2.5"""
32MB,1TB,"2.5""",,7.8GB,SATA 6 Gb/s,Storage,/product/tbNp99/toshiba-internal-hard-drive-ph2100u1shd,Toshiba,,,"Toshiba 1TB 2.5"" 5400RPM Hybrid Internal Hard Drive",PH2100U-1SHD,,,[],5400,,0.0,toshiba-internal-hard-drive-ph2100u1shd,1000.0,5400.0,No,0.0,"2.5"""
N/A,1TB,"2.5""",3.60,,SATA 6 Gb/s,Storage,/product/4dDzK8/eluktro-internal-hard-drive-trossd71tbpro,Eluktro,,,"Eluktro Pro Performance 1TB 2.5"" Solid State Drive",TRO-SSD7-1TB-PRO,,$0.28,[269.95],,,269.95,eluktro-internal-hard-drive-trossd71tbpro,1000.0,0.0,Yes,0.28,"2.5"""
32MB,1TB,"3.5""",12.05,,SATA 3 Gb/s,Storage,/product/hRtCmG/samsung-internal-hard-drive-he103uj,Samsung,,,"Samsung Spinpoint F1 RAID 1TB 3.5"" 7200RPM Internal Hard Drive",HE103UJ,,$0.083,[83.0],7200,,83.0,samsung-internal-hard-drive-he103uj,1000.0,7200.0,No,0.083,"3.5"""
64MB,4TB,"3.5""",26.67,,SATA 6 Gb/s,Storage,/product/HK8H99/seagate-internal-hard-drive-st4000vx002,Seagate,,,"Seagate Surveillance HDD 4TB 3.5"" 5400RPM Internal Hard Drive",ST4000VX002,,$0.037,[149.99],5400,,149.99,seagate-internal-hard-drive-st4000vx002,4000.0,5400.0,No,0.037,"3.5"""
64MB,2TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/PGyFf7/western-digital-internal-hard-drive-wd200mfyyz,Western Digital,,,"Western Digital WD RE 2TB 3.5"" 7200RPM Internal Hard Drive",WD200MFYYZ,,,[],7200,,0.0,western-digital-internal-hard-drive-wd200mfyyz,2000.0,7200.0,No,0.0,"3.5"""
64MB,1TB,"2.5""",5.07,,SAS 6 Gb/s,Storage,/product/zjrG3C/seagate-internal-hard-drive-hddst91000640ss,Seagate,,,"Seagate Constellation.2 1TB 2.5"" 7200RPM Internal Hard Drive",HDD-ST91000640SS,,$0.20,[197.05],7200,,197.05,seagate-internal-hard-drive-hddst91000640ss,1000.0,7200.0,No,0.2,"2.5"""
512MB,256GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/ywW9TW/plextor-internal-hard-drive-px256m5p,Plextor,,MLC (toggle),"Plextor M5P Series 256GB 2.5"" Solid State Drive",PX-256M5P,,,[],,Marvell 9187,0.0,plextor-internal-hard-drive-px256m5p,256.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/wHmLrH/ocz-internal-hard-drive-agt325sat3120g,OCZ,,MLC (asynchronous),"OCZ Agility 3 120GB 2.5"" Solid State Drive",AGT3-25SAT3-120G,,,[],,Sandforce SF-2281,0.0,ocz-internal-hard-drive-agt325sat3120g,120.0,0.0,Yes,0.0,"2.5"""
64MB,640GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/T6fp99/western-digital-internal-hard-drive-wd6400aars,Western Digital,,,"Western Digital Caviar Green 640GB 3.5"" 5400RPM Internal Hard Drive",WD6400AARS,,,[],5400,,0.0,western-digital-internal-hard-drive-wd6400aars,640.0,5400.0,No,0.0,"3.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/nkZQzy/ocz-internal-hard-drive-oczssd21onx64g,OCZ,,MLC,"OCZ Onyx 64GB 2.5"" Solid State Drive",OCZSSD2-1ONX64G,,,[],,Indilinx Amigos,0.0,ocz-internal-hard-drive-oczssd21onx64g,64.0,0.0,Yes,0.0,"2.5"""
N/A,960GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/WLkwrH/silicon-power-internal-hard-drive-sp960gbss3s80s26,Silicon Power,,,"Silicon Power Slim S80 960GB 2.5"" Solid State Drive",SP960GBSS3S80S26,,,[],,,0.0,silicon-power-internal-hard-drive-sp960gbss3s80s26,960.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/GtDwrH/ocz-internal-hard-drive-sld325sat3120g,OCZ,,MLC (asynchronous),"OCZ Solid 3 120GB 2.5"" Solid State Drive",SLD3-25SAT3-120G,,,[],,Sandforce SF-2281,0.0,ocz-internal-hard-drive-sld325sat3120g,120.0,0.0,Yes,0.0,"2.5"""
32MB,1TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/Bqn2FT/western-digital-internal-hard-drive-wd10000lsrtl,Western Digital,,,"Western Digital Caviar Black 1TB 3.5"" 7200RPM Internal Hard Drive",WD10000LSRTL,,,[],7200,,0.0,western-digital-internal-hard-drive-wd10000lsrtl,1000.0,7200.0,No,0.0,"3.5"""
64MB,4TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/CX4gXL/hitachi-internal-hard-drive-hds724040ala640,Hitachi,,,"Hitachi Deskstar 7K4000 4TB 3.5"" 7200RPM Internal Hard Drive",HDS724040ALA640,,,[],7200,,0.0,hitachi-internal-hard-drive-hds724040ala640,4000.0,7200.0,No,0.0,"3.5"""
32MB,1TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/Myzv6h/western-digital-internal-hard-drive-wdbaaz0010hncnrsn,Western Digital,,,"Western Digital Caviar Black 1TB 3.5"" 7200RPM Internal Hard Drive",WDBAAZ0010HNC-NRSN,,,[],7200,,0.0,western-digital-internal-hard-drive-wdbaaz0010hncnrsn,1000.0,7200.0,No,0.0,"3.5"""
16MB,500GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/rX6BD3/samsung-internal-hard-drive-hd502hjst500dm005,Samsung,,,"Samsung Spinpoint F3 500GB 3.5"" 7200RPM Internal Hard Drive",HD502HJ/ST500DM005,,,[],7200,,0.0,samsung-internal-hard-drive-hd502hjst500dm005,500.0,7200.0,No,0.0,"3.5"""
64MB,250GB,"3.5""",,,SATA 6 Gb/s,Storage,/product/7mtCmG/western-digital-internal-hard-drive-wd2500hhtz,Western Digital,,,"Western Digital VelociRaptor 250GB 3.5"" 10000RPM Internal Hard Drive",WD2500HHTZ,,,[],10000,,0.0,western-digital-internal-hard-drive-wd2500hhtz,250.0,10000.0,No,0.0,"3.5"""
N/A,120GB,"2.5""",1.16,,SATA 6 Gb/s,Storage,/product/jGQypg/kingston-internal-hard-drive-svp200s3120g,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 120GB 2.5"" Solid State Drive",SVP200S3/120G,,$0.86,[99.0],,Sandforce SF-2281,99.0,kingston-internal-hard-drive-svp200s3120g,120.0,0.0,Yes,0.86,"2.5"""
N/A,240GB,"2.5""",0.78,,SATA 6 Gb/s,Storage,/product/zkV48d/intel-internal-hard-drive-ssdsc2bw240a401,Intel,,MLC (synchronous),"Intel 530 Series 240GB 2.5"" Solid State Drive",SSDSC2BW240A401,,$1.29,[308.95],,Sandforce SF-2281,308.95,intel-internal-hard-drive-ssdsc2bw240a401,240.0,0.0,Yes,1.29,"2.5"""
N/A,128GB,mSATA,,,mSATA,Storage,/product/N2h9TW/transcend-internal-hard-drive-ts128gmsa720,Transcend,,MLC (toggle),Transcend 720 mSATA 128GB mSATA Solid State Drive,TS128GMSA720,,,[],,Sandforce SF-2281,0.0,transcend-internal-hard-drive-ts128gmsa720,128.0,0.0,Yes,0.0,mSATA
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/gKCwrH/samsung-internal-hard-drive-mz7wd480hagm00003,Samsung,,MLC (toggle),"Samsung SM843T Data Center Series 480GB 2.5"" Solid State Drive",MZ7WD480HAGM-00003,Yes,,[],,Samsung MDX,0.0,samsung-internal-hard-drive-mz7wd480hagm00003,480.0,0.0,Yes,0.0,"2.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/RFfmP6/intel-internal-hard-drive-240gbintel730seriessata3ssd,Intel,,,"Intel 730 Series 240GB 2.5"" Solid State Drive",240GB INTEL 730 SERIES SATA-3 SSD,,,[],,,0.0,intel-internal-hard-drive-240gbintel730seriessata3ssd,240.0,0.0,Yes,0.0,"2.5"""
16MB,160GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/8Lzv6h/western-digital-internal-hard-drive-wd1600bekx,Western Digital,,,"Western Digital BLACK SERIES 160GB 2.5"" 7200RPM Internal Hard Drive",WD1600BEKX,,,[],7200,,0.0,western-digital-internal-hard-drive-wd1600bekx,160.0,7200.0,No,0.0,"2.5"""
16MB,320GB,"2.5""",3.24,,SATA 3 Gb/s,Storage,/product/ZbPfrH/toshiba-internal-hard-drive-mk3261gsyn,Toshiba,,,"Toshiba 320GB 2.5"" 7200RPM Internal Hard Drive",MK3261GSYN,,$0.31,[98.74],7200,,98.74,toshiba-internal-hard-drive-mk3261gsyn,320.0,7200.0,No,0.31,"2.5"""
512MB,256GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/fzQypg/plextor-internal-hard-drive-px256m5pro,Plextor,,MLC (toggle),"Plextor M5P Xtreme Series 256GB 2.5"" Solid State Drive",PX-256M5Pro,,,[],,Marvell 9187,0.0,plextor-internal-hard-drive-px256m5pro,256.0,0.0,Yes,0.0,"2.5"""
