Color,Dimensions,"External 2.5"" Bays","External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays","Internal 5.25"" Slim Slot Load Bays",Kind,Link,Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Name,Part #,Prices,Type,link,dim,vol,avg,short_link
Black,"16.97"" x 7.09"" x 14.76""",,1,2,,,No,No,,2,,,Case,/product/XK9KHx/compucase-case-6k28bb8f,HEC,,,"Micro ATX, Mini ITX",HEC 6K28BB8F MicroATX Mini Tower Case,6K28BB8F,"[56.31, 53.96]",MicroATX Mini Tower,compucase-case-6k28bb8f,"[16.97, 7.09, 14.76]",1775.883348,55.135,compucase-case-6k28bb8f
Black,"16.02"" x 7.09"" x 15.00""",,1,2,,,No,450 Watts,,2,,,Case,/product/Jx3RsY/diablotek-case-cpa0280,Diablotek,"8.27""",ELITE,"ATX, Micro ATX, Mini ITX",Diablotek ELITE ATX Mid Tower Case w/450W Power Supply,CPA-0280,[],ATX Mid Tower,diablotek-case-cpa0280,"[16.02, 7.09, 15.00]",1703.727,0.0,diablotek-case-cpa0280
Black/Blue,"22.80"" x 20.08"" x 8.62""",,3,2,,,Yes,500 Watts,,3,,,Case,/product/Nr3RsY/supermicro-case-cse732g500b,Supermicro,,,"ATX, EATX, Micro ATX, Mini ITX",Supermicro CSE-732G-500B ATX Mid Tower Case w/500W Power Supply,CSE-732G-500B,"[240.0, 349.99]",ATX Mid Tower,supermicro-case-cse732g500b,"[22.80, 20.08, 8.62]",3946.44288,294.995,supermicro-case-cse732g500b
Black,"11.26"" x 11.34"" x 15.63""",,,1,,,Yes,No,2,2,,,Case,/product/L7Lypg/lian-li-case-pcv353b,Lian-Li,"11.81""",,"Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-V353B HTPC Case,PC-V353B,[],HTPC,lian-li-case-pcv353b,"[11.26, 11.34, 15.63]",1995.769692,0.0,lian-li-case-pcv353b
Black,,,,2,,,Yes,No,2,6,,,Case,/product/c3yxFT/cooler-master-case-sil452kkn1,Cooler Master,"11.10"" (282mm) With Drive Cages<br/>15.20"" (386mm) Without Drive Cages",,"ATX, Micro ATX",Cooler Master SIL-452-KKN1 ATX Mid Tower Case,SIL-452-KKN1,[],ATX Mid Tower,cooler-master-case-sil452kkn1,,0.0,0.0,cooler-master-case-sil452kkn1
Black,"16.69"" x 17.36"" x 12.99""",,2,2,,,Yes,No,4,,,,Case,/product/pQrG3C/cooler-master-case-rc902xbkkn1,Cooler Master,"13.15""",HAF XB (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Cooler Master HAF XB (Black) ATX Desktop Case,RC-902XB-KKN1,[],ATX Desktop,cooler-master-case-rc902xbkkn1,"[16.69, 17.36, 12.99]",3763.701816,0.0,cooler-master-case-rc902xbkkn1
Green/White,"12.95"" x 9.80"" x 14.69""",,,,,,Yes,No,5,5,,,Case,/product/CzmLrH/bitfenix-case-bfcphm300wwxkknv,BitFenix,"12.60""",Phenom M Nvidia Edition: White,"Micro ATX, Mini ITX",BitFenix Phenom M Nvidia Edition: White MicroATX Mini Tower Case,BFC-PHM-300-WWXKK-NV,[],MicroATX Mini Tower,bitfenix-case-bfcphm300wwxkknv,"[12.95, 9.80, 14.69]",1864.3079,0.0,bitfenix-case-bfcphm300wwxkknv
White/Black,"19.49"" x 7.48"" x 16.97""",,,3,,,Yes,300 Watts,2,,,,Case,/product/d8Np99/inwin-case-mana136white,Inwin,"11.42""",,"ATX, Micro ATX, Mini ITX",Inwin MANA136 WHITE ATX Mid Tower Case w/300W Power Supply,MANA136 WHITE,[],ATX Mid Tower,inwin-case-mana136white,"[19.49, 7.48, 16.97]",2473.974844,0.0,inwin-case-mana136white
Black,"17.48"" x 7.48"" x 16.30""",,1,4,,,No,450 Watts,,4,,,Case,/product/tqn2FT/rosewill-case-r218pbk450w,Rosewill,,,"ATX, Micro ATX, Mini ITX",Rosewill R218-P-BK-450W ATX Mid Tower Case w/450W Power Supply,R218-P-BK-450W,[],ATX Mid Tower,rosewill-case-r218pbk450w,"[17.48, 7.48, 16.30]",2131.23152,0.0,rosewill-case-r218pbk450w
Black,"19.49"" x 7.72"" x 17.48""",,,4,,,Yes,No,1,4,,,Case,/product/VVxfrH/apevia-case-xdreamer4bl,Apevia,,,"ATX, Micro ATX, Mini ITX",Apevia X-DREAMER4-BL ATX Mid Tower Case,X-DREAMER4-BL,"[56.99, 69.99]",ATX Mid Tower,apevia-case-xdreamer4bl,"[19.49, 7.72, 17.48]",2630.089744,63.49,apevia-case-xdreamer4bl
Black/Red,,,,2,,,Yes,No,5,3,,,Case,/product/y4s8TW/sharkoon-case-4044951015818,SHARKOON,"12.80"" (325mm) With Drive Cages<br/>16.34"" (415mm) Without Drive Cages",BD28,"ATX, Micro ATX, Mini ITX",SHARKOON BD28 ATX Mid Tower Case,4044951015818,[],ATX Mid Tower,sharkoon-case-4044951015818,,0.0,0.0,sharkoon-case-4044951015818
Black,"20.79"" x 7.72"" x 18.86""",,,4,,,No,No,,7,,,Case,/product/9ZTmP6/nzxt-case-lexs001bk,NZXT,"11.18""",LEXA S (Black),"ATX, Micro ATX, Mini ITX",NZXT LEXA S (Black) ATX Mid Tower Case,LEXS - 001BK<br/>(or) LEXA S,[],ATX Mid Tower,nzxt-case-lexs001bk,"[20.79, 7.72, 18.86]",3027.007368,0.0,nzxt-case-lexs001bk
Red,"18.90"" x 8.07"" x 18.50""",,,,,,Yes,No,4,4,,,Case,/product/pbjWGX/bitfenix-case-bfcaeg300rkwl1rp,BitFenix,"14.96""",Aegis (Red),"Micro ATX, Mini ITX",BitFenix Aegis (Red) MicroATX Mid Tower Case,BFC-AEG-300-RKWL1-RP,[],MicroATX Mid Tower,bitfenix-case-bfcaeg300rkwl1rp,"[18.90, 8.07, 18.50]",2821.6755,0.0,bitfenix-case-bfcaeg300rkwl1rp
Black,"6.61"" x 16.69"" x 13.66""",,,1,,,No,No,1,2,,,Case,/product/ptvRsY/zalman-case-zmt1,Zalman,"10.63""",,"Micro ATX, Mini ITX",Zalman ZM-T1 MicroATX Mini Tower Case,ZM-T1,[],MicroATX Mini Tower,zalman-case-zmt1,"[6.61, 16.69, 13.66]",1506.983494,0.0,zalman-case-zmt1
Black/Green,,,,2,,,Yes,No,5,3,,,Case,/product/sXyxFT/sharkoon-case-4044951015825,SHARKOON,"12.80"" (325mm) With Drive Cages<br/>16.34"" (415mm) Without Drive Cages",BD28,"ATX, Micro ATX, Mini ITX",SHARKOON BD28 ATX Mid Tower Case,4044951015825,[],ATX Mid Tower,sharkoon-case-4044951015825,,0.0,0.0,sharkoon-case-4044951015825
Black,"9.06"" x 19.25"" x 20.08""",,,4,,,Yes,No,,6,,,Case,/product/W9Trxr/lian-li-case-pca61b,Lian-Li,"11.02"" (280mm) With Drive Cages<br/>16.54"" (420mm) Without Drive Cages",,"ATX, Micro ATX",Lian-Li PC-A61B ATX Mid Tower Case,PC-A61B,"[169.99, 234.6]",ATX Mid Tower,lian-li-case-pca61b,"[9.06, 19.25, 20.08]",3502.0524,202.295,lian-li-case-pca61b
Yellow,"18.90"" x 8.07"" x 18.50""",,,,,,Yes,No,4,4,,,Case,/product/3bjWGX/bitfenix-case-bfcaeg300ykwn1rp,BitFenix,"14.96""",Aegis Core (Yellow),"Micro ATX, Mini ITX",BitFenix Aegis Core (Yellow) MicroATX Mid Tower Case,BFC-AEG-300-YKWN1-RP<br/>(or) CABF-AEGIS-YE,[],MicroATX Mid Tower,bitfenix-case-bfcaeg300ykwn1rp,"[18.90, 8.07, 18.50]",2821.6755,0.0,bitfenix-case-bfcaeg300ykwn1rp
Black,"8.19"" x 7.60"" x 10.98""",,,1,,,No,No,1,1,,,Case,/product/7bg323/lian-li-case-pcq07,Lian-Li,"7.09""",,"Mini ITX, Thin Mini ITX",Lian-Li PC-Q07 Mini ITX Tower Case,PC-Q07,[],Mini ITX Tower,lian-li-case-pcq07,"[8.19, 7.60, 10.98]",683.43912,0.0,lian-li-case-pcq07
Black,"7.56"" x 17.32"" x 19.06""",,1,3,,,Yes,No,1,5,,,Case,/product/cYsKHx/silverstone-case-sstrl01busb30,Silverstone,"10.98""",RL01B-USB 3.0 (Black),"ATX, Micro ATX, Mini ITX",Silverstone RL01B-USB 3.0 (Black) ATX Mid Tower Case,SST-RL01B-USB 3.0,[50.98],ATX Mid Tower,silverstone-case-sstrl01busb30,"[7.56, 17.32, 19.06]",2495.701152,50.98,silverstone-case-sstrl01busb30
Black/Red,"22.17"" x 9.57"" x 22.01""",,,6,,,No,No,,5,,,Case,/product/NVzv6h/cooler-master-case-am932rwn1gp,Cooler Master,"12.60""",HAF 932 AMD Limited Edition,"ATX, EATX, Micro ATX, Mini ITX",Cooler Master HAF 932 AMD Limited Edition ATX Full Tower Case,AM-932-RWN1-GP,[],ATX Full Tower,cooler-master-case-am932rwn1gp,"[22.17, 9.57, 22.01]",4669.793469,0.0,cooler-master-case-am932rwn1gp
Black,,,,,,,Yes,No,1,1,,,Case,/product/f3Z2FT/sharkoon-case-4044951016136,SHARKOON,"8.15""",CA-I,Mini ITX,SHARKOON CA-I Mini ITX Desktop Case,4044951016136,[],Mini ITX Desktop,sharkoon-case-4044951016136,,0.0,0.0,sharkoon-case-4044951016136
Black,"20.20"" x 7.60"" x 16.46""",,2,4,,,No,No,,5,,,Case,/product/pYFPxr/nzxt-case-hushblack,NZXT,,Hush (Black),"ATX, Flex ATX, Micro ATX, Mini ITX, Thin Mini ITX",NZXT Hush (Black) ATX Mid Tower Case,HUSH Black,[],ATX Mid Tower,nzxt-case-hushblack,"[20.20, 7.60, 16.46]",2526.9392,0.0,nzxt-case-hushblack
Silver,,,,5,,,No,No,,7,,,Case,/product/3cbkcf/silverstone-sst-ft01s-w-atx-mid-tower-case-sst-ft01s-w,Silverstone,"11.97""",,"ATX, Micro ATX, Mini ITX",Silverstone SST-FT01S-W ATX Mid Tower Case,SST-FT01S-W<br/>(or) FT01-SW,[229.99],ATX Mid Tower,silverstone-sst-ft01s-w-atx-mid-tower-case-sst-ft01s-w,,0.0,229.99,silverstone-sst-ft01s-w-atx-mid-tower-case-sst-ft01s-w
Silver,,,,3,,,Yes,No,,6,,,Case,/product/DZx9TW/lian-li-case-pc10na,Lian-Li,"11.81""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-10NA ATX Mid Tower Case,PC-10NA,[133.58],ATX Mid Tower,lian-li-case-pc10na,,0.0,133.58,lian-li-case-pc10na
Silver,"18.31"" x 6.30"" x 16.54""",,,,,,Yes,No,3,2,,,Case,/product/GhPzK8/bitfenix-case-bfcpan300kswn1rp,BitFenix,"14.88""",Pandora Core,"Micro ATX, Mini ITX",BitFenix Pandora Core MicroATX Mid Tower Case,BFC-PAN-300-KSWN1-RP,[],MicroATX Mid Tower,bitfenix-case-bfcpan300kswn1rp,"[18.31, 6.30, 16.54]",1907.93862,0.0,bitfenix-case-bfcpan300kswn1rp
Black,"8.62"" x 20.35"" x 19.29""",,,3,,,Yes,No,1,4,,,Case,/product/dk2kcf/lian-li-case-pc7hb,Lian-Li,"15.75""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-7HB ATX Mid Tower Case,PC-7HB,[],ATX Mid Tower,lian-li-case-pc7hb,"[8.62, 20.35, 19.29]",3383.79393,0.0,lian-li-case-pc7hb
White,,,,4,,,Yes,No,,5,,,Case,/product/jDtCmG/silverstone-case-rl04w,Silverstone,"11.50""",,"ATX, Micro ATX, Mini ITX",Silverstone RL04W ATX Mid Tower Case,RL04W<br/>(or) SST-RL04W,[62.09],ATX Mid Tower,silverstone-case-rl04w,,0.0,62.09,silverstone-case-rl04w
Black/Red,"14.29"" x 5.28"" x 17.80""",,1,2,,,No,500 Watts,,1,,,Case,/product/qPBv6h/apevia-case-xmasterrd500,Apevia,,X-Master Black/Red,"ATX, Micro ATX, Mini ITX",Apevia X-Master Black/Red HTPC Case w/500W Power Supply,X-MASTER-RD/500,[84.95],HTPC,apevia-case-xmasterrd500,"[14.29, 5.28, 17.80]",1343.03136,84.95,apevia-case-xmasterrd500
Silver,,,,,,,Yes,150 Watts,2,,,,Case,/product/VJM323/inwin-case-bq696sil,Inwin,,,Mini ITX,Inwin BQ696 SIL Mini ITX Tower Case w/150W Power Supply,BQ696 SIL<br/>(or) BQ656 CHPIN SIL 150W,[],Mini ITX Tower,inwin-case-bq696sil,,0.0,0.0,inwin-case-bq696sil
Black,"15.87"" x 7.13"" x 16.10""",,1,2,,,No,No,,3,,,Case,/product/y2sKHx/apevia-case-xtrpjrbk,Apevia,,X-Trooper-Jr (Black),,Apevia X-Trooper-Jr (Black) ATX Mid Tower Case,X-TRPJR-BK,"[39.99, 34.99, 34.99, 48.86]",ATX Mid Tower,apevia-case-xtrpjrbk,"[15.87, 7.13, 16.10]",1821.76491,39.7075,apevia-case-xtrpjrbk
Black/Red,"19.49"" x 7.99"" x 16.50""",,1,4,,,No,450 Watts,,5,,,Case,/product/jFkD4D/raidmax-case-atx238wrp,Raidmax,,Tornado (Black/Red),"ATX, Micro ATX, Mini ITX",Raidmax Tornado (Black/Red) ATX Mid Tower Case w/450W Power Supply,ATX-238WRP,[],ATX Mid Tower,raidmax-case-atx238wrp,"[19.49, 7.99, 16.50]",2569.46415,0.0,raidmax-case-atx238wrp
Black,"20.28"" x 9.06"" x 18.07""",,,2,,,Yes,No,,8,,,Case,/product/2hzv6h/fractal-design-case-fdcaarcbl,Fractal Design,"11.42"" (290mm) With Drive Cages<br/>18.50"" (470mm) Without Drive Cages",Arc Midi,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Fractal Design Arc Midi ATX Mid Tower Case,FD-CA-ARC-BL,[109.99],ATX Mid Tower,fractal-design-case-fdcaarcbl,"[20.28, 9.06, 18.07]",3320.123976,109.99,fractal-design-case-fdcaarcbl
White,,,,,,,Yes,No,,2,,,Case,/product/F3Crxr/xigmatek-case-en6329,Xigmatek,"9.06""",Nebula C,Mini ITX,Xigmatek Nebula C Mini ITX Tower Case,EN6329,[],Mini ITX Tower,xigmatek-case-en6329,,0.0,0.0,xigmatek-case-en6329
White,"20.47"" x 8.11"" x 19.69""",,1,3,,,Yes,No,,6,,,Case,/product/NnGj4D/thermaltake-urban-s31-snow-atx-mid-tower-case-vp700m6w2n,Thermaltake,"11.42"" (290mm) With Drive Cages<br/>16.14"" (410mm) Without Drive Cages",Urban S31 Snow,"ATX, Micro ATX, Mini ITX",Thermaltake Urban S31 Snow ATX Mid Tower Case,VP700M6W2N,[],ATX Mid Tower,thermaltake-urban-s31-snow-atx-mid-tower-case-vp700m6w2n,"[20.47, 8.11, 19.69]",3268.770373,0.0,thermaltake-urban-s31-snow-atx-mid-tower-case-vp700m6w2n
Black/Blue,"18.74"" x 7.80"" x 16.73""",,2,4,,,No,420 Watts,,4,,,Case,/product/ctfp99/apevia-case-atxb5klwbk,Apevia,,X-Gear Black,"ATX, Micro ATX, Mini ITX",Apevia X-Gear Black ATX Mid Tower Case w/420W Power Supply,ATXB5KLW-BK,[98.95],ATX Mid Tower,apevia-case-atxb5klwbk,"[18.74, 7.80, 16.73]",2445.45756,98.95,apevia-case-atxb5klwbk
White,"20.55"" x 9.09"" x 18.27""",,,2,,,Yes,No,2,8,,,Case,/product/pWkD4D/fractal-design-case-fdcadefr4wh,Fractal Design,"11.61"" (295mm) With Drive Cages<br/>16.93"" (430mm) Without Drive Cages",Define R4 (Arctic White),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Fractal Design Define R4 (Arctic White) ATX Mid Tower Case,FD-CA-DEF-R4-WH,[],ATX Mid Tower,fractal-design-case-fdcadefr4wh,"[20.55, 9.09, 18.27]",3412.826865,0.0,fractal-design-case-fdcadefr4wh
Black,"18.07"" x 7.87"" x 16.89""",,1,4,,,No,450 Watts,,5,,,Case,/product/FQJwrH/inwin-case-pe663t2d450tbl,Inwin,"11.42""",,"ATX, Micro ATX, Mini ITX",Inwin PE663T2.D450TBL ATX Mid Tower Case w/450W Power Supply,PE663T2.D450TBL,[],ATX Mid Tower,inwin-case-pe663t2d450tbl,"[18.07, 7.87, 16.89]",2401.942101,0.0,inwin-case-pe663t2d450tbl
Black,"8.62"" x 20.35"" x 19.29""",,,3,,,Yes,No,1,4,,,Case,/product/MGQypg/lian-li-case-pc7hx,Lian-Li,"15.75""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-7HX ATX Mid Tower Case,PC-7HX,[],ATX Mid Tower,lian-li-case-pc7hx,"[8.62, 20.35, 19.29]",3383.79393,0.0,lian-li-case-pc7hx
Black,"9.06"" x 19.25"" x 20.08""",,,4,,,Yes,No,,6,,,Case,/product/2kcMnQ/lian-li-case-pca61wx,Lian-Li,"11.02"" (280mm) With Drive Cages<br/>16.54"" (420mm) Without Drive Cages",,"ATX, Micro ATX",Lian-Li PC-A61WX ATX Mid Tower Case,PC-A61WX,"[199.99, 231.24]",ATX Mid Tower,lian-li-case-pca61wx,"[9.06, 19.25, 20.08]",3502.0524,215.615,lian-li-case-pca61wx
Black,"15.28"" x 9.06"" x 23.50""",,,3,,,Yes,No,,7,,,Case,/product/CRmLrH/lian-li-case-pcx900b,Lian-Li,"12.01""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-X900B ATX Mid Tower Case,PC-X900B,[],ATX Mid Tower,lian-li-case-pcx900b,"[15.28, 9.06, 23.50]",3253.2648,0.0,lian-li-case-pcx900b
Black/Red,,,,,1,,Yes,No,1,2,,,Case,/product/QNJwrH/lian-li-case-pcq36wrx,Lian-Li,"11.81""",,Mini ITX,Lian-Li PC-Q36WRX Mini ITX Tower Case,PC-Q36WRX,[],Mini ITX Tower,lian-li-case-pcq36wrx,,0.0,0.0,lian-li-case-pcq36wrx
Black,"13.78"" x 11.18"" x 8.98""",,1,2,,,No,420 Watts,,2,,,Case,/product/CxMFf7/apevia-case-xqpacknwbk420,Apevia,,X-QPack Black,"Micro ATX, Mini ITX",Apevia X-QPack Black MicroATX Desktop Case w/420W Power Supply,X-QPACK-NW-BK/420,[],MicroATX Desktop,apevia-case-xqpacknwbk420,"[13.78, 11.18, 8.98]",1383.462392,0.0,apevia-case-xqpacknwbk420
Silver,,,,,1,,Yes,No,1,2,,,Case,/product/Kb4gXL/lian-li-case-pcq36wa,Lian-Li,"11.81""",,Mini ITX,Lian-Li PC-Q36WA Mini ITX Tower Case,PC-Q36WA,[],Mini ITX Tower,lian-li-case-pcq36wa,,0.0,0.0,lian-li-case-pcq36wa
Black/Orange,"9.80"" x 15.87"" x 14.09""",,,1,,,Yes,No,5,4,,,Case,/product/hTWrxr/bitfenix-case-bfcprm300ooxkkrp,BitFenix,"9.84"" (250mm) With Drive Cages<br/>12.60"" (320mm) Without Drive Cages",Prodigy M Atomic Orange,"Micro ATX, Mini ITX",BitFenix Prodigy M Atomic Orange MicroATX Mini Tower Case,BFC-PRM-300-OOXKK-RP,[],MicroATX Mini Tower,bitfenix-case-bfcprm300ooxkkrp,"[9.80, 15.87, 14.09]",2191.36134,0.0,bitfenix-case-bfcprm300ooxkkrp
Black,,,,2,,,Yes,No,2,6,,,Case,/product/dkL7YJ/silverstone-case-kl05bw,Silverstone,"10.98"" (279mm) With Drive Cages<br/>15.98"" (406mm) Without Drive Cages",,"ATX, Micro ATX",Silverstone KL05B-W ATX Mid Tower Case,KL05B-W<br/>(or) SST-KL05B-W,"[74.99, 74.99]",ATX Mid Tower,silverstone-case-kl05bw,,0.0,74.99,silverstone-case-kl05bw
Gold,,,,,,,Yes,No,2,1,,,Case,/product/j6hj4D/raijintek-case-0r200015,RAIJINTEK,"6.69""",Metis (Gold),Mini ITX,RAIJINTEK Metis (Gold) Mini ITX Tower Case,0R200015,[],Mini ITX Tower,raijintek-case-0r200015,,0.0,0.0,raijintek-case-0r200015
White,"18.90"" x 8.07"" x 18.50""",,,,,,Yes,No,4,4,,,Case,/product/KZ8H99/bitfenix-case-bfcaeg300wkwn1rp,BitFenix,"14.96""",Aegis Core (White),"Micro ATX, Mini ITX",BitFenix Aegis Core (White) MicroATX Mid Tower Case,BFC-AEG-300-WKWN1-RP,[],MicroATX Mid Tower,bitfenix-case-bfcaeg300wkwn1rp,"[18.90, 8.07, 18.50]",2821.6755,0.0,bitfenix-case-bfcaeg300wkwn1rp
Silver,,,,,,,Yes,No,,2,,,Case,/product/9fPzK8/sharkoon-case-4044951016129,SHARKOON,"9.84"" (250mm) With Drive Cages<br/>9.84"" (250mm) Without Drive Cages",CA-M,"Micro ATX, Mini ITX",SHARKOON CA-M MicroATX Mini Tower Case,4044951016129,[],MicroATX Mini Tower,sharkoon-case-4044951016129,,0.0,0.0,sharkoon-case-4044951016129
Black,"18.90"" x 7.28"" x 16.46""",,1,4,,,No,No,,6,,,Case,/product/MNmLrH/apevia-case-xdreamer3bl,Apevia,,X-Dreamer3 Black/Blue,"ATX, Micro ATX, Mini ITX",Apevia X-Dreamer3 Black/Blue ATX Mid Tower Case,X-DREAMER3-BL,[64.95],ATX Mid Tower,apevia-case-xdreamer3bl,"[18.90, 7.28, 16.46]",2264.76432,64.95,apevia-case-xdreamer3bl
Black,"19.25"" x 8.27"" x 18.07""",,,5,,,No,No,,4,,,Case,/product/8NmLrH/lian-li-case-pck56,Lian-Li,"17.32""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-K56 ATX Mid Tower Case,PC-K56,[],ATX Mid Tower,lian-li-case-pck56,"[19.25, 8.27, 18.07]",2876.698825,0.0,lian-li-case-pck56
Black/Silver,"17.28"" x 7.09"" x 16.54""",,2,3,,,No,300 Watts,,4,,,Case,/product/jtTmP6/foxconn-case-tla566haiso4004ss,Foxconn,,,"ATX, Micro ATX, Mini ITX",Foxconn TLA+566(H+A)+ISO-400-4SS ATX Mid Tower Case w/300W Power Supply,TLA+566(H+A)+ISO-400-4SS,[52.99],ATX Mid Tower,foxconn-case-tla566haiso4004ss,"[17.28, 7.09, 16.54]",2026.401408,52.99,foxconn-case-tla566haiso4004ss
Silver,"7.83"" x 11.77"" x 9.45""",,,1,,,Yes,No,2,3,,,Case,/product/ghCwrH/lian-li-case-pcq27a,Lian-Li,"7.68""",,Mini ITX,Lian-Li PC-Q27A Mini ITX Tower Case,PC-Q27A,[],Mini ITX Tower,lian-li-case-pcq27a,"[7.83, 11.77, 9.45]",870.903495,0.0,lian-li-case-pcq27a
Black,"16.69"" x 12.60"" x 13.23""",,,,,,Yes,No,3,3,,,Case,/product/QMp323/thermaltake-case-ca1d500s1wn00,Thermaltake,"13.78""",Core V21,"Micro ATX, Mini ITX",Thermaltake Core V21 MicroATX Mini Tower Case,CA-1D5-00S1WN-00,"[56.99, 58.99, 61.99, 55.47]",MicroATX Mini Tower,thermaltake-case-ca1d500s1wn00,"[16.69, 12.60, 13.23]",2782.18962,58.36,thermaltake-case-ca1d500s1wn00
Black,"18.19"" x 9.17"" x 20.08""",,1,4,,,Yes,No,,5,,,Case,/product/BWphP6/thermaltake-case-vo30001n2n,Thermaltake,"12.40""",Level 10 GTS (Black),"ATX, Micro ATX, Mini ITX",Thermaltake Level 10 GTS (Black) ATX Mid Tower Case,VO30001N2N,[],ATX Mid Tower,thermaltake-case-vo30001n2n,"[18.19, 9.17, 20.08]",3349.390184,0.0,thermaltake-case-vo30001n2n
White,,,,2,,,Yes,No,2,5,,,Case,/product/xBjWGX/sharkoon-case-4044951017942,SHARKOON,"11.54"" (293mm) With Drive Cages<br/>16.93"" (430mm) Without Drive Cages",BW9000-W,"ATX, Micro ATX, Mini ITX",SHARKOON BW9000-W ATX Mid Tower Case,4044951017942<br/>(or) BW9000-W White,[],ATX Mid Tower,sharkoon-case-4044951017942,,0.0,0.0,sharkoon-case-4044951017942
Black/Blue,,,,,,,Yes,No,,2,,,Case,/product/PVYWGX/diypc-case-diyn8bk,DIYPC,"12.01""",,"Micro ATX, Mini ITX",DIYPC DIY-N8-BK MicroATX Mini Tower Case,DIY-N8-BK,[32.89],MicroATX Mini Tower,diypc-case-diyn8bk,,0.0,32.89,diypc-case-diyn8bk
Black,"15.39"" x 7.17"" x 14.29""",,1,2,,,No,400 Watts,,2,,,Case,/product/gNmLrH/rosewill-case-r363mbk,Rosewill,,,"Flex ATX, Micro ATX, Mini ITX",Rosewill R363-M-BK MicroATX Mid Tower Case w/400W Power Supply,R363-M-BK,"[44.99, 49.99, 49.99]",MicroATX Mid Tower,rosewill-case-r363mbk,"[15.39, 7.17, 14.29]",1576.848627,48.3233333333,rosewill-case-r363mbk
Black,,,,,,,Yes,No,3,2,,,Case,/product/gvbkcf/fractal-design-define-c-atx-mid-tower-case-fd-ca-def-c-bk,Fractal Design,"12.40""",Define C,"ATX, Micro ATX, Mini ITX",Fractal Design Define C ATX Mid Tower Case,FD-CA-DEF-C-BK,"[79.99, 79.99, 90.69, 87.99]",ATX Mid Tower,fractal-design-define-c-atx-mid-tower-case-fd-ca-def-c-bk,,0.0,84.665,fractal-design-define-c-atx-mid-tower-case-fd-ca-def-c-bk
Black,"20.47"" x 8.07"" x 20.00""",,,4,,,Yes,No,,6,,,Case,/product/J2yFf7/corsair-case-500rbk,Corsair,"12.44"" (316mm) With Drive Cages<br/>17.80"" (452mm) Without Drive Cages",500R Black,"ATX, EATX, Micro ATX, Mini ITX",Corsair 500R Black ATX Mid Tower Case,500R BK<br/>(or) CC-9011012-WW<br/>(or) CC500R,"[125.35, 129.99, 149.99, 129.99]",ATX Mid Tower,corsair-case-500rbk,"[20.47, 8.07, 20.00]",3303.858,133.83,corsair-case-500rbk
Black,,,,2,,,Yes,No,2,5,,,Case,/product/szfmP6/cooler-master-case-mcz005mkwn00,Cooler Master,"11.65"" (296mm) With Drive Cages<br/>16.22"" (412mm) Without Drive Cages",MasterCase Maker 5,"ATX, Micro ATX, Mini ITX",Cooler Master MasterCase Maker 5 ATX Mid Tower Case,MCZ-005M-KWN00,"[168.99, 169.99, 169.99, 169.99, 189.99, 175.99, 169.99]",ATX Mid Tower,cooler-master-case-mcz005mkwn00,,0.0,173.561428571,cooler-master-case-mcz005mkwn00
Black,"16.85"" x 7.24"" x 18.50""",,,3,,,Yes,No,3,3,,,Case,/product/zxh9TW/bitfenix-case-bfccom100kkws1rp,BitFenix,"11.81""",Comrade,"ATX, Micro ATX, Mini ITX",BitFenix Comrade ATX Mid Tower Case,BFC-COM-100-KKWS1-RP,"[29.99, 54.99, 56.04, 97.83]",ATX Mid Tower,bitfenix-case-bfccom100kkws1rp,"[16.85, 7.24, 18.50]",2256.889,59.7125,bitfenix-case-bfccom100kkws1rp
Black,"16.89"" x 8.19"" x 18.90""",,,3,,,Yes,No,3,3,,,Case,/product/c67wrH/thermaltake-case-ca1b200m1nn00,Thermaltake,"12.40""",Versa H21,"ATX, Micro ATX, Mini ITX",Thermaltake Versa H21 ATX Mid Tower Case,CA-1B2-00M1NN-00,"[36.99, 39.99, 38.99, 49.88, 38.28]",ATX Mid Tower,thermaltake-case-ca1b200m1nn00,"[16.89, 8.19, 18.90]",2614.41999,40.826,thermaltake-case-ca1b200m1nn00
Black,"23.66"" x 11.30"" x 25.08""",,,2,,,Yes,No,3,6,,,Case,/product/sNJwrH/corsair-case-cc9011063ww,Corsair,"13.98""",780T,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",Corsair 780T ATX Full Tower Case,CC-9011063-WW,"[164.99, 176.34, 179.99, 179.99, 179.99, 219.99]",ATX Full Tower,corsair-case-cc9011063ww,"[23.66, 11.30, 25.08]",6705.33864,183.548333333,corsair-case-cc9011063ww
